State Level Results for 1880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
You may add more topics to the table by selecting them from the list below the table.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
You may delete topics from the table by selecting them from the list below the table.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"To display proportions of the selected topics, choose one or more numerators and a single denominator.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"To sort the data, choose one of the options below for sorting and choose ascending or descending.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"To create a national map by state of one category, click on the ""Map it!"" button at the top of the column.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Add new topics, create proportions, change sort order",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"To select county-level data for all states, check the box for ""All States"" at the top of the list.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State,TOTAL POPULATION,MALES 21 YEARS AGE AND OVER,MALES 18-44 YEARS AGE,FEMALES 5-17 YEARS AGE,MALES 5-17 YEARS AGE,TOTAL FEMALES,TOTAL MALES,PERSONS BORN IN LOUISIANA,PERSONS BORN IN MAINE,PERSONS BORN IN MARYLAND,PERSONS BORN IN MASSACHUSETTS,PERSONS BORN IN MICHIGAN,PERSONS BORN IN MISSISSIPPI,PERSONS BORN IN MISSOURI,PERSONS BORN IN KENTUCKY,PERSONS BORN IN KANSAS,PERSONS BORN IN IOWA,PERSONS BORN IN INDIANA,PERSONS BORN IN ILLINOIS,PERSONS BORN IN GEORGIA,PERSONS BORN IN FLORIDA,PERSONS BORN IN THE DISTRICT COLUMBIA,PERSONS BORN IN DELAWARE,PERSONS BORN IN NEW HAMPSHIRE,PERSONS BORN IN NEW JERSEY,TOTAL NATIVE-BORN PERSONS,PERSONS BORN IN WISCONSIN,PERSONS BORN IN WEST VIRGINIA,PERSONS BORN IN VIRGINIA,PERSONS BORN IN VERMONT,PERSONS BORN IN UTAH,PERSONS BORN IN TEXAS,PERSONS BORN IN TENNESSEE,PERSONS BORN IN SOUTH CAROLINA,PERSONS BORN IN RHODE ISLAND,PERSONS BORN IN PENNSYLVANIA,PERSONS BORN IN OHIO,PERSONS BORN IN NORTH CAROLINA,PERSONS BORN IN NEW YORK,PERSONS BORN IN NEW MEXICO,TOTAL FOREIGN-BORN PERSONS,WHITE PERSONS,PERSONS BORN IN THE GERMAN EMPIRE,PERSONS BORN IN FRANCE,PERSONS BORN IN ENGLAND AND WALES,PERSONS BORN IN DENMARK,PERSONS BORN IN CUBA,PERSONS BORN IN CHINA,PERSONS BORN IN CENTRAL AMERICA,PERSONS BORN IN BRITISH AMERICA,PERSONS BORN IN BOHEMIA,PERSONS BORN IN AUSTRIA,PERSONS BORN IN THE ATLANTIC ISLANDS,PERSONS BORN IN AFRICA (COUNTRY NOT SPECIFIED),INDIANS,CHINESE PERSONS,COLORED PERSONS,PERSONS BORN IN GREAT BRITAIN,PERSONS BORN IN HOLLAND,PERSONS BORN IN CONNECTICUT,PERSONS BORN IN CALIFORNIA,PERSONS BORN IN ARKANSAS,PERSONS BORN IN ALABAMA,PERSONS BORN IN THE STATE,PERSONS BORN IN THE WEST INDIES,PERSONS BORN IN SWITZERLAND,PERSONS BORN IN SWEDEN AND NORWAY,PERSONS BORN IN SPAIN,PERSONS BORN IN IRELAND,PERSONS BORN IN ITALY,PERSONS BORN IN MEXICO,PERSONS BORN IN POLAND,PERSONS BORN IN PORTUGAL,PERSONS BORN IN RUSSIA,PERSONS BORN IN SCOTLAND,"ACRES IMPROVED MEADOWS, PASTURES, ETC, IN FARMS",ACRES TILLED IMPROVED LAND IN FARMS,TOTAL ACRES IMPROVED LAND IN FARMS,TOTAL ACRES LAND IN FARMS,FARMS 1000 OR MORE ACRES RENTED FOR SHARES OF PRODUCTS,FARMS 500-999 ACRES RENTED FOR SHARES OF PRODUCTS,FARMS 100-499 ACRES RENTED FOR SHARES OF PRODUCTS,FARMS 50-99 ACRES RENTED FOR SHARES OF PRODUCTS,FARMS 20-49 ACRES RENTED FOR SHARES OF PRODUCTS,FARMS 10-19 ACRES RENTED FOR SHARES OF PRODUCTS,FARMS 3-9 ACRES RENTED FOR SHARES OF PRODUCTS,FARMS UNDER THREE ACRES RENTED FOR SHARES OF PRODUCTS,TOTAL FARMS RENTED FOR SHARES OF PRODUCTS,TOTAL ACRES UNIMPROVED LAND IN FARMS,ACRES UNIMPROVED WOODLAND AND FORESTS IN FARMS,BUSHELS RYE PRODUCED,BUSHELS OATS PRODUCED,BUSHELS INDIAN CORN PRODUCED,BUSHELS BUCKWHEAT PRODUCED,BUSHELS BARLEY PRODUCED,"ESTIMATED VALUE ALL FARM PRODUCTS, 1879","COST FARM FERTILIZERS PURCHASED, 1879","COST BUILDING AND REPAIRING FENCES, 1879","VALUE LIVESTOCK ON FARMS, JUNE 1, 1880",VALUE FARM IMPLEMENTS AND MACHINERY,"VALUE FARM LAND, FENCES AND BUILDINGS",ACRES OTHER UNIMPROVED LAND IN FARMS,BUSHELS WHEAT PRODUCED,TOTAL FARMS,FARMS 3-9 ACRES CULTIVATED BY OWNERS,FARMS UNDER THREE ACRES CULTIVATED BY OWNERS,TOTAL FARMS CULTIVATED BY OWNERS,AVERAGE SIZE FARMS (IN ACRES),FARMS 1000 OR MORE ACRES,FARMS 500-999 ACRES,FARMS 100-499 ACRES,FARMS 50-99 ACRES,FARMS 20-49 ACRES,FARMS 10-19 ACRES,FARMS 3-9 ACRES,FARMS UNDER THREE ACRES,FARMS 10-19 ACRES CULTIVATED BY OWNERS,FARMS 20-49 ACRES CULTIVATED BY OWNERS,FARMS 1000 OR MORE ACRES RENTED FOR FIXED MONEY RENTAL,FARMS 500-999 ACRES RENTED FOR FIXED MONEY RENTAL,FARMS 100-499 ACRES RENTED FOR FIXED MONEY RENTAL,FARMS 50-99 ACRES RENTED FOR FIXED MONEY RENTAL,FARMS 20-49 ACRES RENTED FOR FIXED MONEY RENTAL,FARMS 10-19 ACRES RENTED FOR FIXED MONEY RENTAL,FARMS 3-9 ACRES RENTED FOR FIXED MONEY RENTAL,FARMS UNDER THREE ACRES RENTED FOR FIXED MONEY RENTAL,TOTAL FARMS RENTED FOR FIXED MONEY RENTAL,FARMS 1000 OR MORE ACRES CULTIVATED BY OWNERS,FARMS 500-999 ACRES CULTIVATED BY OWNERS,FARMS 100-499 ACRES CULTIVATED BY OWNERS,FARMS 50-99 ACRES CULTIVATED BY OWNERS,TONNAGE NEW VESSELS BUILT,NEW VESSELS BUILT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"To retrieve county-level data, select a state and click the submit button below",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL STATES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALABAMA,"1,262,505","259,884","213,192","207,330","213,998","639,876","622,629",N/A,N/A,"1,889",N/A,N/A,"13,046",N/A,"2,624",N/A,N/A,N/A,N/A,"95,782","4,209",N/A,N/A,N/A,N/A,"1,252,771",N/A,N/A,"24,279",N/A,N/A,N/A,"23,859","35,764",N/A,N/A,N/A,"23,329",N/A,N/A,"9,734","662,185","3,238",442,"1,004",N/A,N/A,N/A,N/A,271,N/A,N/A,N/A,149,213,4,"600,103",11,N/A,N/A,N/A,N/A,N/A,"1,014,633",N/A,173,143,N/A,"2,966",N/A,N/A,N/A,N/A,N/A,426,"241,508","6,134,198","6,375,706","18,855,334",60,203,"3,097","6,170","21,362","8,152","1,583",134,"40,761","12,479,628","10,430,727","28,402","3,039,639","25,451,278",363,"5,281","56,872,994","1,200,956","1,402,609","23,787,681","3,788,978","78,955","2,048,901","1,529,657","135,864",956,92,"72,215",139,"1,868","4,645","44,254","26,447","41,721","13,055","3,597",277,"1,652","8,501",84,248,"2,343","3,995","11,858","3,251","1,058",51,"22,888","1,724","4,194","38,814","16,282",0,0,"62,986","1,452,856","601,073","571,713",0,"60,000","60,000","77,374","45,493,220","990,346","682,851","388,781","51,540",6,11,372,"9,668,008","8,368",842,809,"2,500,504","8,545,520","13,566",14,"3,309,196","1,626","1,581",45,0,0,"2,070"
ARKANSAS,"802,525","182,977","159,606","130,306","135,769","386,246","416,279",N/A,N/A,N/A,N/A,N/A,"35,248","29,508","18,039",N/A,N/A,N/A,N/A,"36,715",N/A,N/A,N/A,N/A,N/A,"792,175",N/A,N/A,"13,292",N/A,N/A,N/A,"87,683","15,107",N/A,N/A,N/A,"19,727",N/A,N/A,"10,350","591,531","3,620",369,"1,275",N/A,N/A,N/A,N/A,787,N/A,N/A,N/A,N/A,195,133,"210,666",1,N/A,N/A,N/A,N/A,"39,013","436,677",N/A,240,244,N/A,"2,432",N/A,N/A,191,N/A,N/A,229,"163,703","3,431,900","3,595,603","12,061,547",20,87,"2,166","2,235","6,837","6,800","1,071",56,"19,272","8,465,944","7,861,409","22,387","2,219,822","24,156,417",548,"1,952","43,796,261","56,314","1,579,144","20,472,425","4,637,497","74,250","604,535","1,269,715","94,433",585,33,"65,245",128,648,"1,793","37,976","21,787","19,282","10,780","2,070",97,"1,417","8,981",57,145,"1,848","1,417","3,464","2,563",414,8,"9,916",571,"1,561","33,962","18,135",300,3,N/A,N/A,N/A,N/A,"28,000",0,"28,000","55,760","30,648,976","715,238","734,974","388,878","53,045",0,0,N/A,"2,953,130","4,307",90,160,"925,358","4,392,080","6,756",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"1,202"
CALIFORNIA,"864,694","329,392","257,229","106,422","109,971","346,518","518,176",N/A,"14,497",N/A,"19,145",N/A,N/A,"20,749",N/A,N/A,"9,160","8,164","17,254",N/A,N/A,N/A,N/A,N/A,N/A,"571,820",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"15,374","17,759",N/A,"43,749",N/A,"292,874","767,181","42,382","9,550","26,577",N/A,N/A,"73,548",N/A,"18,889",N/A,N/A,N/A,N/A,"16,277","75,218","6,018",55,N/A,N/A,N/A,N/A,N/A,"326,000",N/A,N/A,"5,974",N/A,"62,962",N/A,"8,639",N/A,N/A,N/A,"6,465","4,063,596","6,606,102","10,669,698","16,593,742",324,465,"2,100",437,393,116,75,5,"3,915","5,924,044","1,672,810","181,681","1,341,271","1,993,325","22,307","12,463,561","59,721,425","108,732","2,119,826","35,500,417","8,447,744","262,051","4,251,234","29,017,707","35,934",818,100,"28,810",462,"2,531","3,108","20,214","3,969","3,475","1,430","1,064",143,"1,090","2,654",305,326,"1,332",385,428,224,171,38,"3,209","1,902","2,317","16,782","3,147","7,361",21,"14,000","780,000","535,500","177,722","770,696","969,398","1,797,639","466,274","118,304,451","3,215,177","4,059,471","5,353,357","155,980",2,3,60,"61,243,784","38,327","3,922","1,460","21,065,905","72,607,709","116,219",1,1,319,284,35,0,0,"5,885"
COLORADO,"194,327","93,608","86,004","17,910","18,462","65,196","129,131",N/A,N/A,N/A,N/A,N/A,N/A,"12,435",N/A,"4,011","7,520","5,231","12,993",N/A,N/A,N/A,N/A,N/A,N/A,"154,537",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"11,387","11,759",N/A,"15,593","9,501","39,790","191,126","7,012",825,"10,009",N/A,N/A,601,N/A,"5,785",N/A,N/A,N/A,N/A,154,612,"2,435",2,N/A,N/A,N/A,N/A,N/A,"26,363",N/A,551,"2,526",N/A,"8,263",N/A,N/A,N/A,N/A,N/A,"1,673","338,353","277,816","616,169","1,165,373",7,18,262,90,29,6,7,0,419,"549,204","44,117","19,465","640,900","455,968",110,"107,116","5,035,228","5,195","316,603","8,703,342","910,085","25,109","505,087","1,425,014","4,506",36,1,"3,922",259,114,233,"3,022",659,335,96,46,1,84,292,7,14,95,26,14,6,3,0,165,100,201,"2,665",543,N/A,N/A,"4,500","225,000","131,700","7,000",N/A,N/A,N/A,"35,604","38,867,496","372,359","1,209,808","569,841","103,645",2,4,60,"4,311,714","4,652",266,156,"2,314,427","8,806,762","14,260",1,"100,000",125,125,0,0,0,599
CONNECTICUT,"622,700","177,291","127,590","77,333","78,179","316,918","305,782",N/A,"2,431",N/A,"22,643",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"2,047","4,067","492,708",N/A,N/A,"1,722","3,476",N/A,N/A,N/A,N/A,"8,325","3,223",N/A,N/A,"39,172",N/A,"129,992","610,769","15,537","1,079","15,860",N/A,N/A,N/A,N/A,"16,444",N/A,N/A,N/A,N/A,255,129,"11,547",28,N/A,N/A,N/A,N/A,N/A,"398,211",N/A,680,"2,254",N/A,"70,638",879,N/A,N/A,N/A,N/A,"4,157","891,732","750,456","1,642,188","2,453,541",0,11,551,332,187,71,52,2,"1,206","811,353","646,673","370,733","1,009,706","1,880,421","137,563","12,286","18,010,075","497,448","644,295","10,959,296","3,162,628","121,064","164,680","38,742","30,598","2,021",27,"27,472",80,17,133,"9,511","8,107","7,288","3,247","2,261",34,"2,956","6,659",2,5,586,472,442,220,188,5,"1,920",15,117,"8,374","7,303","11,473",52,"38,061","1,998,698","1,341,225","331,184","413,009","317,451","767,660","228,791","98,386,118","489,125","145,707","4,730,907","4,845",6,14,320,"120,480,275","75,619","28,851","8,445","43,501,518","102,183,341","185,697",19,"2,682,000",685,663,22,0,0,"4,488"
DELAWARE,"146,608","38,298","30,361","20,869","21,806","72,500","74,108",N/A,131,"9,562",264,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"2,238","137,140",N/A,N/A,642,N/A,N/A,N/A,N/A,N/A,N/A,"11,059",96,N/A,"1,321",N/A,"9,468","120,160","1,179",138,"1,484",N/A,N/A,N/A,N/A,246,N/A,N/A,N/A,N/A,5,1,"26,442",1,N/A,217,N/A,N/A,N/A,"110,643",N/A,48,77,N/A,"5,791",43,N/A,N/A,N/A,N/A,285,"57,104","689,854","746,958","1,090,245",3,31,"2,037",692,316,86,31,1,"3,197","343,287","279,099","5,953","378,508","3,894,264","5,857",523,"6,320,345","467,228","228,592","3,420,080","1,504,567","36,790","64,188","1,175,272","8,749",243,3,"5,041",125,9,66,"4,631","2,039","1,205",484,311,4,325,799,1,3,183,124,90,73,37,0,511,5,32,"2,411","1,223","31,123",55,"33,918","2,347,177","1,214,050","344,476","1,614,969","529,097","2,162,503","50,303","9,648,904",0,"248,275","355,982","1,960",1,2,56,"15,655,822","10,250","1,426",962,"4,267,349","12,828,461","20,514",9,"1,431,469",867,818,49,0,0,746
FLORIDA,"269,493","61,699","51,807","43,960","44,485","133,049","136,444",N/A,N/A,N/A,852,N/A,N/A,-5,N/A,N/A,N/A,N/A,N/A,"32,601",N/A,N/A,N/A,N/A,N/A,"259,584",N/A,N/A,"3,329",N/A,N/A,N/A,833,"18,522",N/A,855,N/A,"6,297","2,375",N/A,"9,909","142,605",978,221,889,N/A,"2,170",N/A,N/A,446,N/A,N/A,N/A,N/A,180,18,"126,690",8,N/A,N/A,N/A,N/A,"12,023","173,481","2,793",N/A,310,N/A,652,N/A,N/A,N/A,N/A,N/A,216,"60,168","887,472","947,640","3,297,324",11,21,194,468,"2,128",636,224,10,"3,692","2,349,684","2,186,601","2,965","468,112","3,174,234",0,210,"7,439,392","72,642","366,180","5,358,980","689,666","20,292","163,083",422,"23,438",815,53,"16,198",141,377,652,"6,562","4,381","7,640","2,456","1,301",69,"1,238","3,532",6,24,236,452,"1,980",582,262,6,"3,548",360,607,"6,132","3,461",217,13,N/A,N/A,N/A,N/A,"25,000","44,000","85,050","18,885","12,053,158","236,930","266,306","101,944","54,240",0,0,N/A,"3,210,680","4,564",558,382,"1,270,875","3,040,119","5,546",N/A,N/A,N/A,N/A,N/A,N/A,N/A,426
GEORGIA,"1,542,180","321,438","275,815","252,087","259,468","779,199","762,981",N/A,N/A,"1,459",N/A,N/A,"1,516",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"5,840",N/A,N/A,N/A,N/A,"1,531,616",N/A,N/A,"14,606",N/A,N/A,N/A,"10,717","50,195",N/A,N/A,N/A,"24,156","2,570",N/A,"10,564","816,906","2,956",295,"1,196",N/A,N/A,N/A,N/A,348,N/A,N/A,N/A,129,124,17,"725,133",21,N/A,N/A,N/A,N/A,"17,009","1,395,214",N/A,107,161,N/A,"4,148",N/A,N/A,N/A,N/A,N/A,395,"514,428","7,690,292","8,204,720","26,043,282",97,345,"6,450","8,037","21,714","5,710","1,226",39,"43,618","17,838,562","15,269,225","101,716","5,548,743","23,202,018",402,"18,662","67,028,929","4,346,920","1,834,625","25,930,352","5,317,416","111,911","2,569,337","3,159,771","138,626",906,35,"76,451",188,"3,491","7,017","53,635","26,054","36,524","8,694","3,110",101,"1,353","6,605",140,280,"3,680","3,616","8,205","1,631",978,27,"18,557","3,254","6,392","43,505","14,401",539,2,"35,152","990,850","631,707","185,489","17,000",0,"17,000","139,984","99,488,658","1,075,099","1,076,421","1,055,488","58,980",5,13,374,"20,672,410","18,937","3,619","2,319","5,266,152","24,143,939","36,441",14,"1,135,900","1,303","1,266",37,0,0,"3,593"
ILLINOIS,"3,077,871","796,847","651,310","468,842","474,811","1,491,348","1,586,523",N/A,N/A,N/A,N/A,N/A,N/A,"39,493","61,920",N/A,N/A,"91,388",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"2,494,295","21,766",N/A,"27,904",N/A,N/A,N/A,"37,400",N/A,N/A,"89,467","136,884",N/A,"120,190",N/A,"583,576","3,031,151","235,786","8,524","60,012",N/A,N/A,N/A,N/A,"34,043","13,408",N/A,N/A,N/A,140,212,"46,368",202,N/A,N/A,N/A,N/A,N/A,"1,709,520",N/A,"8,881","59,385",N/A,"117,343",N/A,N/A,N/A,N/A,N/A,"15,645","5,336,422","20,778,732","26,115,154","31,673,645",47,248,"20,383","20,155","15,307","2,691",769,24,"59,624","5,558,491","4,935,575","3,121,785","63,189,200","325,792,481","178,859","1,229,523","203,980,137","174,277","5,925,225","132,437,762","33,739,951","1,009,595","622,916","51,110,502","255,741","2,722",83,"175,497",124,649,"3,249","116,562","76,080","46,594","8,299","4,170",138,"4,521","27,389",19,151,"8,329","6,426","3,898","1,087",679,31,"20,620",583,"2,850","87,850","49,499","1,397",11,"417,967","20,545,289","14,977,145","2,508,718","137,300","745,743","892,093","575,441","211,175,341","3,195,042","5,278,956","10,809,415","56,000",6,17,313,"140,652,066","120,558","15,233","8,936","57,429,085","289,843,907","414,865",21,"6,460,620","5,253","4,887",366,0,0,"14,549"
INDIANA,"1,978,301","498,437","407,650","306,678","313,924","967,940","1,010,361",N/A,N/A,N/A,N/A,"9,188",N/A,N/A,"73,928",N/A,N/A,N/A,"27,201",N/A,N/A,N/A,N/A,N/A,N/A,"1,834,123",N/A,N/A,"24,538",N/A,N/A,N/A,"10,969",N/A,N/A,"51,234","186,391","20,884","26,506",N/A,"144,178","1,938,798","80,756","4,473","12,020",N/A,N/A,N/A,N/A,"5,569",N/A,N/A,N/A,N/A,246,29,"39,228",16,"1,368",N/A,N/A,N/A,N/A,"1,354,565",N/A,"3,695","3,303",N/A,"25,741",N/A,N/A,N/A,N/A,N/A,"2,731","2,406,616","11,527,122","13,933,738","20,420,983",36,94,"11,163","12,657","10,441","2,256",793,28,"37,468","6,487,245","5,935,308","303,105","15,599,518","115,482,300","89,707","382,835","114,707,082","340,582","3,354,246","71,068,758","20,476,988","635,236","551,937","47,284,853","194,013","3,334",139,"147,963",105,275,"1,320","72,103","64,030","43,403","8,019","4,663",200,"5,104","30,772",9,30,"2,455","2,670","2,190",659,536,33,"8,582",230,"1,196","58,485","48,703","26,524",64,"96,117","4,551,403","3,293,073","864,921","726,680","80,875","810,655","538,683","189,131,892","2,493,963","4,031,029","4,318,638","35,910",9,22,467,"65,742,962","62,072","3,615","3,821","21,960,888","100,262,917","148,006",12,"2,283,000","2,048","1,883",165,0,0,"11,198"
