State Level Results for 1890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
You may add more topics to the table by selecting them from the list below the table.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
You may delete topics from the table by selecting them from the list below the table.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"To display proportions of the selected topics, choose one or more numerators and a single denominator.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"To sort the data, choose one of the options below for sorting and choose ascending or descending.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"To create a national map by state of one category, click on the ""Map it!"" button at the top of the column.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Add new topics, create proportions, change sort order",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"To select county-level data for all states, check the box for ""All States"" at the top of the list.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State,TOTAL POPULATION,TOTAL MALES,TOTAL FEMALES,FAMILIES,PERSONS BORN IN EUROPE,PERSONS BORN IN FRANCE,PERSONS BORN IN GERMANY,PERSONS BORN IN GREECE,PERSONS BORN IN HOLLAND,PERSONS BORN IN HUNGARY,PERSONS BORN IN INDIA,PERSONS BORN IN IRELAND,PERSONS BORN IN ENGLAND,PERSONS BORN IN DENMARK,PERSONS BORN IN AUSTRALIA,PERSONS BORN IN AUSTRIA,PERSONS BORN IN BELGIUM,PERSONS BORN IN BOHEMIA,PERSONS BORN IN CANADA AND NEWFOUNDLAND,PERSONS BORN IN CENTRAL AMERICA,PERSONS BORN IN CHINA,PERSONS BORN IN CUBA AND THE WEST INDIES,PERSONS BORN IN ITALY,PERSONS BORN IN JAPAN,NATIVE-BORN FEMALES,NATIVE-BORN MALES,"CIVILIZED INDIAN POPULATION, 1870","CIVILIZED INDIAN POPULATION, 1880","CIVILIZED INDIAN POPULATION, 1890","JAPANESE POPULATION, 1870","JAPANESE POPULATION, 1880","JAPANESE POPULATION, 1890","CHINESE POPULATION, 1870","CHINESE POPULATION, 1880","CHINESE POPULATION, 1890","NEGRO POPULATION, 1870","NEGRO POPULATION, 1880",NATIVE-BORN WHITE MALES OF FOREIGN PARENTAGE,NATIVE-BORN FEMALES OF FOREIGN PARENTAGE,FOREIGN-BORN WHITE MALES,FOREIGN-BORN WHITE MALES 18-44 YEARS OF AGE,COLORED MALES 18-44 YEARS OF AGE,NATIVE WHITE MALES 21 YEARS OF AGE AND OVER,FOREIGN-BORN WHITE MALES 21 YEARS OF AGE AND OVER,COLORED MALES 21 YEARS OF AGE AND OVER,PERSONS BORN IN AFRICA,PERSONS BORN IN ASIA (COUNTRY UNSPECIFIED),PERSONS BORN IN THE ATLANTIC,NATIVE WHITE MALES 18-44 YEARS OF AGE,COLORED FEMALES 5-20 YEARS OF AGE,FOREIGN-BORN WHITE FEMALES,COLORED MALES,COLORED FEMALES,NATIVE WHITE MALES 5-20 YEARS OF AGE,NATIVE WHITE FEMALES 5-20 YEARS OF AGE,FOREIGN-BORN WHITE MALES 5-20 YEARS OF AGE,FOREIGN-BORN WHITE FEMALES 5-20 YEARS OF AGE,COLORED MALES 5-20 YEARS OF AGE,FEMALE COLORED PUPILS IN COMMON SCHOOLS,MALE COLORED PUPILS IN COMMON SCHOOLS,FEMALE WHITE PUPILS IN COMMON SCHOOLS,MALE WHITE PUPILS IN COMMON SCHOOLS,FEMALE COLORED TEACHERS IN COMMON SCHOOLS,MALE COLORED TEACHERS IN COMMON SCHOOLS,FEMALE WHITE TEACHERS IN COMMON SCHOOLS,MALE WHITE TEACHERS IN COMMON SCHOOLS,"ESTIMATED VALUE OF FARM PRODUCTS, 1889","VALUATION OF LIVESTOCK ON HAND JUNE 1, 1890",VALUATION OF IMPLEMENTS AND MACHINERY,"VALUATION OF LAND, FENCES, AND BUILDINGS",UNIMPROVED ACRES IN FARMS,IMPROVED ACRES IN FARMS,TOTAL FARMS,FARMS OF 1000 ACRES OR MORE RENTED FOR SHARE OF PRODUCTS,FARMS OF 500-999 ACRES RENTED FOR SHARE OF PRODUCTS,FARMS OF 100-499 ACRES RENTED FOR SHARE OF PRODUCTS,COST OF FERTILIZERS PURCHASED 1889,ACRES PLANTED IN BARLEY,BUSHELS OF BARLEY PRODUCED,BUSHELS OF WHEAT PRODUCED,ACRES PLANTED IN WHEAT,BUSHELS OF RYE PRODUCED,ACRES PLANTED IN RYE,BUSHELS OF OATS PRODUCED,ACRES PLANTED IN OATS,BUSHELS OF INDIAN CORN PRODUCED,ACRES PLANTED IN INDIAN CORN,BUSHELS OF BUCKWHEAT PRODUCED,ACRES PLANTED IN BUCKWHEAT,FARMS OF 50-99 ACRES RENTED FOR SHARE OF PRODUCTS,FARMS OF 20-49 ACRES RENTED FOR SHARE OF PRODUCTS,FARMS OF 10-19 ACRES RENTED FOR SHARE OF PRODUCTS,FARMS OF 10-19 ACRES CULTIVATED BY OWNERS,FARMS UNDER TEN ACRES CULTIVATED BY OWNERS,AVG. SIZE OF FARMS (IN ACRES),FARMS OF 1000 ACRES OR MORE,FARMS OF 500-999 ACRES,FARMS OF 100-499 ACRES,FARMS OF 50-99 ACRES,FARMS OF 20-49 ACRES,FARMS OF 10-19 ACRES,FARMS UNDER TEN ACRES,FARMS OF 20-49 ACRES CULTIVATED BY OWNERS,FARMS OF 50-99 ACRES CULTIVATED BY OWNERS,FARMS OF 100-499 ACRES CULTIVATED BY OWNERS,FARMS UNDER TEN ACRES RENTED FOR SHARE OF PRODUCTS,FARMS OF 1000 ACRES OR MORE RENTED FIXED MONEY VALUE,FARMS OF 500-999 ACRES RENTED FOR FIXED MONEY VALUE,FARMS OF 100-499 ACRES RENTED FOR FIXED MONEY VALUE,FARMS OF 50-99 ACRES RENTED FOR FIXED MONEY VALUE,FARMS OF 20-49 ACRES RENTED FOR FIXED MONEY VALUE,FARMS OF 10-19 ACRES RENTED FOR FIXED MONEY VALUE,FARMS UNDER TEN ACRES RENTED FOR FIXED MONEY VALUE,FARMS OF 1000 ACRES OR MORE CULTIVATED BY OWNERS,FARMS OF 500-999 ACRES CULTIVATED BY OWNERS,MALE PIECEWORKERS OVER 16 YEARS OF AGE,WAGES PAID TO CHILDREN EMPLOYED AS SKILLED AND UNSKILLED OPERATIVES IN MFG.,CHILDREN EMPLOYED AS SKILLED AND UNSKILLED OPERATIVES IN MFG.,WAGES PAID TO FEMALE SKILLED AND UNSKILLED OPERATIVES OVER 15 YEARS OF AGE,FEMALE SKILLED AND UNSKILLED OPERATIVES OVER 15 YEARS OF AGE EMPLOYED IN MFG.,WAGES PAID TO MALE PIECEWORKERS OVER 16 YEARS OF AGE,FEMALE PIECEWORKERS OVER 15 YEARS OF AGE,WAGES PAID TO FEMALE PIECEWORKERS OVER 15 YEARS OF AGE,CHILDREN EMPLOYED AS PIECEWORKERS IN MFG.,WAGES PAID TO CHILDREN EMPLOYED AS PIECEWORKERS,COST OF MATERIALS USED IN MFG.,"VALUE OF PRODUCTS, INCLUDING CUSTOM WORK AND REPAIRING, IN MFG.",WAGES PAID TO MALE SKILLED AND UNSKILLED OPERATIVES OVER 16 OF AGE,MALE SKILLED AND UNSKILLED OPERATIVES OVER 16 YEARS OF AGE,"WAGES PAID TO FEMALE OFFICERS, FIRM MEMBERS AND CLERKS IN MFG. ESTB.",MANUFACTURING ESTABLISHMENTS REPORTING,AGGREGATE AMOUNT OF CAPITAL INVESTED IN MFG. ESTB.,CAPITAL INVESTED IN PLANT LAND IN MFG. ESTB.,CAPITAL INVESTED IN PLANT BUILDINGS IN MFG. ESTB.,"CAPITAL INVESTED IN PLANT MACHINERY, TOOLS EQUIPMENT OF MFG. ESTB.",CAPITAL INVESTED IN FORM OF LIVE ASSETS OF MFG. ESTB.,MISCELLANEOUS EXPENSES IN MFG. ESTB.,AVERAGE EMPLOYEES OF ALL CLASSES IN MFG. ESTB.,TOTAL ANNUAL WAGES PAID IN MFG. ESTB.,"MALE OFFICERS, FIRM MEMBERS, AND CLERKS IN MFG. ESTB. OVER 16 YEARS OF AGE","WAGES PAID TO MALE OFFICERS, FIRM MEMBER AND CLERKS IN MFG. ESTB.","FEMALE OFFICERS, FIRM MEMBERS, AND CLERKS OVER 15 YEARS OF AGE",DWELLINGS,,,,,,,,,,,,,,,,,,,,,,,,
"To retrieve county-level data, select a state and click the submit button below",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL STATES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALABAMA,"1,513,017","757,456","755,561","287,292",N/A,592,"3,945",N/A,N/A,N/A,N/A,"2,604","2,934",N/A,N/A,202,N/A,N/A,620,N/A,N/A,N/A,322,N/A,N/A,N/A,398,N/A,169,N/A,293,N/A,N/A,"1,391",N/A,274,N/A,N/A,N/A,N/A,N/A,N/A,"1,032","678,489","397,011","399,410","5,470","9,307","750,091","748,149",98,213,759,0,0,3,0,4,48,"475,510","600,103","11,483","11,210","9,179","4,749","111,287","176,055","8,004","140,763",N/A,N/A,N/A,"148,989","149,444","5,425","337,384","341,915","172,260","168,440","1,095",946,"147,309","59,812","56,343","91,570","95,224",712,"1,423","1,570","2,586","66,240,190","30,776,730","4,511,645","111,051","12,154,657","7,698,343","157,772",59,205,"4,008","2,421,648",200,"1,996","208,591","39,641","14,618","2,190","3,230,455","344,788","30,072,161","2,127,302","4,622",352,"5,686","20,529","5,753","1,442",962,126,"1,576","4,054","52,736","30,414","51,861","12,004","5,127","11,176","17,856","44,708","1,460",93,276,"4,020","6,872","20,156","4,809","2,705","1,424","3,573","2,032","143,015","1,344","385,534","1,649","883,756",215,"31,076",81,"9,081","28,432,281","51,227","9,347,285","25,816","55,071","2,977","46,123","6,222,432","6,487,089","21,128,463","12,284,587","2,797,896","33,821","12,676,029","2,553","1,821,211",131,"281,602"
ARKANSAS,"1,128,179","585,755","542,424","213,620",N/A,428,"6,225",N/A,N/A,N/A,N/A,"2,021","1,569",N/A,N/A,185,N/A,N/A,947,N/A,N/A,N/A,187,N/A,N/A,N/A,N/A,N/A,608,N/A,333,N/A,N/A,430,N/A,N/A,N/A,277,N/A,185,N/A,N/A,869,"309,117","376,338","404,612","5,033","9,231","537,391","576,524",89,195,218,N/A,N/A,N/A,98,133,92,"122,169","210,666","12,798","10,910","9,100","4,459","56,953","180,158","8,138","69,572",N/A,N/A,N/A,"153,296","66,941","4,994","159,245","150,182","172,048","168,755",938,954,"66,549","29,123","30,345","77,776","85,827",429,817,"1,150","2,620","53,128,155","30,772,880","5,672,400","118,574","9,416,313","5,475,043","124,760",28,65,"3,744","93,939",106,994,"955,668","140,464","15,181","2,470","4,180,877","288,332","33,982,318","1,648,443","5,074",388,"3,265","9,648","6,077","1,243",774,119,621,"1,654","52,532","28,221","29,609","10,202","1,921","12,726","22,048","45,992",748,79,180,"2,796","2,908","7,235","2,882",399,514,"1,409",552,"39,531",353,"87,800",382,"171,885",81,"4,583",50,"1,712","12,397,261","22,659","4,343,675","12,725","27,399","2,073","14,971","2,707,958","1,782,609","5,957,669","4,523,378","1,035,107","15,972","5,749,888","1,783","1,073,303",46,"209,190"
CALIFORNIA,"1,208,130","700,059","508,071","245,710",N/A,"11,855","61,472",N/A,760,N/A,N/A,"63,138","35,457","7,764","1,905","3,687",N/A,N/A,"26,028",N/A,"71,066",670,"15,495","1,224",N/A,N/A,"1,860",N/A,"9,743",N/A,"10,923",836,"1,366","9,299",674,"3,140","9,859",914,N/A,N/A,"3,702","7,164","3,721","11,322","226,842","270,887","113,784","252,525","394,287","447,534","7,241","16,277","11,517",33,86,"1,147","49,277","75,132","72,472","4,272","6,018","163,936","156,454","182,569","105,122","58,817","223,250","166,978","72,061",N/A,N/A,"2,587","179,062","4,342","110,984","82,667","13,791","159,557","160,170","14,788","12,192","9,240",295,301,"107,397","113,763",0,0,"4,272","1,162","87,033,290","60,259,230","14,689,710","697,117","9,204,454","12,222,839","52,894",626,753,"2,140","148,886","815,995","17,548,386","40,869,337","2,840,807","243,871","27,413","1,463,068","57,569","2,381,270","70,303","10,388",664,481,556,207,"3,448","2,414",405,"3,672","4,367","24,531","5,796","7,691","4,010","2,827","6,341","4,776","20,774",68,438,486,"1,617",539,794,355,345,"2,608","3,128","8,496","261,478","1,513","2,130,192","6,968","4,674,798","4,806","1,158,850",344,"33,626","120,243,683","213,404","32,913,974","50,569","590,912","7,923","146,798","21,352,256","15,898,565","42,753,783","66,792,498","12,984,191","83,642","51,538,780","9,972","9,774,950",974,"235,925"
COLORADO,"412,198","245,247","166,951","84,276",N/A,"1,328","15,151",N/A,192,359,N/A,"12,352","14,406","1,650",101,"2,700",136,212,"9,142",N/A,"1,447",57,"3,882",N/A,N/A,82,"2,082",N/A,"1,255",N/A,"9,659",50,42,"4,175",N/A,"1,306",N/A,272,N/A,N/A,893,607,288,"6,215","100,462","141,686","28,079","55,911","138,872","189,336",180,154,107,0,0,10,7,612,"1,398",456,"2,435","44,074","35,740","54,484","39,255","3,319","112,016","48,999","3,905",N/A,N/A,N/A,"97,867",814,"28,022","5,003","2,727","51,798","49,955","5,129","4,581",873,246,235,"31,794","33,215",0,0,"1,754",622,"13,136,810","22,594,010","2,728,850","85,035","2,775,421","1,823,520","16,389",37,83,914,"25,074","12,086","331,556","2,845,439","126,999","54,158","4,615","2,514,480","87,959","1,511,907","119,310","2,081",117,139,63,15,178,160,281,461,780,"13,095","1,107",522,222,202,415,895,"11,833",7,23,33,348,73,44,29,35,401,664,622,"50,861",272,"470,557","1,114","473,532",109,"41,706",0,0,"20,848,516","42,480","8,835,749","12,899","89,403","1,518","26,652","3,628,703","3,065,498","8,217,556","11,740,083","1,948,025","17,067","12,285,734","1,923","2,323,926",128,"81,127"
CONNECTICUT,"746,258","369,538","376,720","165,890",N/A,"2,048","28,176",N/A,121,"1,146",N/A,"77,880","20,572","1,474",86,"1,187",165,177,"21,231",N/A,298,200,"5,285",N/A,N/A,60,629,N/A,998,N/A,"10,021",N/A,65,"5,992",N/A,"3,027",230,"1,504",N/A,N/A,523,N/A,323,"12,302","182,250","174,985","90,383","93,218","286,337","276,320",235,255,228,0,6,18,2,123,272,"9,668","11,547","95,400","97,648","92,831","52,947","3,095","142,054","78,062","3,976",N/A,N/A,183,"107,823","2,043","90,324","6,322","6,498","94,882","94,161","13,801","14,572","1,786",818,738,"62,741","62,208",0,0,"2,766",460,"17,924,310","9,974,618","3,075,495","95,001","874,013","1,379,419","26,350",0,3,469,"609,649",273,"5,747","7,482",443,"214,935","16,100","593,691","24,428","1,471,979","40,445","46,104","4,006",222,142,60,"2,292","1,541",86,22,117,"8,700","6,975","6,222","2,582","1,732","5,614","6,207","7,530",42,1,9,701,546,466,230,149,21,105,"17,423","477,627","2,759","6,753,854","23,095","9,669,768","13,016","3,944,039",326,"66,524","123,183,080","248,336","45,553,505","83,895","357,799","6,822","227,004","14,781,994","34,495,124","52,180,881","125,546,497","15,399,101","149,939","75,990,606","8,632","9,167,490",793,"130,779"
DELAWARE,"168,493","85,573","82,920","34,578",N/A,183,"2,469",N/A,N/A,114,N/A,"6,121","1,901",N/A,N/A,N/A,N/A,N/A,309,N/A,N/A,N/A,459,N/A,N/A,N/A,63,N/A,N/A,N/A,246,N/A,N/A,432,N/A,197,N/A,337,N/A,N/A,N/A,N/A,330,"28,386","54,050","55,305","6,114","7,047","76,806","78,526",0,5,4,N/A,N/A,N/A,0,1,37,"22,794","26,442","8,773","8,842","7,000","3,702","5,995","33,898","6,109","7,552",N/A,N/A,N/A,"26,379","5,232","6,096","14,495","13,932","22,839","22,447",818,837,"5,323","2,308","2,348","13,550","13,228",60,36,418,187,"6,481,590","4,198,810","1,835,570","39,586","293,037","762,655","9,381",1,47,"2,339","460,465",12,205,"1,501,050","94,368","6,625",775,"382,900","19,374","3,097,164","174,796","3,081",325,894,379,89,359,328,113,2,76,"4,585","2,357","1,433",505,423,934,"1,296","2,034",26,1,2,212,167,120,57,69,0,27,"1,633","138,239","1,094","392,496","2,009","931,074",881,"83,848",276,"13,043","21,161,752","37,572","7,071,775","14,586","56,974","1,003","33,695","3,494,802","5,394,517","7,818,289","16,987,792","1,851,575","21,906","9,892,387","1,305","1,204,938",122,"33,882"
FLORIDA,"391,422","201,947","189,475","80,059",N/A,529,N/A,N/A,N/A,N/A,N/A,"1,056","2,754",N/A,N/A,N/A,N/A,N/A,"1,151",N/A,N/A,"12,282",275,N/A,N/A,N/A,N/A,N/A,N/A,N/A,284,408,218,570,N/A,N/A,N/A,N/A,N/A,"1,855",N/A,N/A,389,"166,180","92,152","98,846","9,593","13,339","179,882","188,608",2,180,171,0,0,14,0,18,108,"91,689","126,690","8,019","7,754","10,901","6,182","32,961","49,198","8,870","38,145",N/A,N/A,N/A,"40,461","35,502","7,277","84,181","82,292","41,924","40,553","1,864","1,626","34,207","18,717","17,660","26,421","28,390",276,394,"1,063",844,"12,086,330","7,142,980","1,158,040","72,745","2,528,793","1,145,693","34,228",8,14,264,"857,327",9,128,290,32,"13,389",853,"391,321","42,003","3,701,264","378,906",126,19,503,"2,675",510,"2,509","2,102",107,304,581,"9,381","6,353","11,329","3,715","2,565","6,596","5,345","8,766",178,12,29,351,505,"2,058",696,285,284,538,"3,027","21,608",189,"217,358",715,"1,893,862",597,"207,197",79,"9,467","8,021,854","18,223","3,569,122","8,512","29,655",805,"11,110","2,435,136","1,079,512","3,762,472","3,833,184","1,131,067","13,927","6,513,068",741,"564,799",67,"78,816"
GEORGIA,"1,837,353","919,925","917,428","352,059",N/A,273,"3,679",N/A,N/A,N/A,N/A,"3,374","1,585",N/A,N/A,N/A,N/A,N/A,609,N/A,N/A,119,159,N/A,N/A,N/A,N/A,N/A,178,N/A,191,N/A,N/A,619,N/A,282,N/A,N/A,N/A,149,N/A,N/A,887,"858,815","474,282","472,500","4,517","7,620","912,911","912,305",40,124,68,0,0,5,1,17,108,"545,142","725,133","9,785","9,898","7,422","3,886","152,611","212,325","6,769","179,028",N/A,N/A,N/A,"179,798","187,807","4,470","430,218","428,778","198,432","196,918",611,514,"186,745","69,045","64,187","100,538","108,792","1,208","1,290","2,295","2,710","83,371,482","31,477,990","5,764,978","152,006","15,617,569","9,582,866","171,071",104,406,"9,267","5,724,187",549,"6,053","1,096,312","196,633","87,021","20,949","4,767,821","516,886","29,261,422","2,582,316","3,162",332,"10,348","33,432","7,034","1,933","1,420",147,"2,758","6,061","59,343","32,316","55,287","10,868","4,438","8,322","16,073","43,925","1,590",127,378,"6,151","5,895","13,533","1,901","1,428","2,527","5,277","1,876","315,547","3,177","1,066,618","4,831","640,892","1,167","232,188",344,"33,352","35,774,480","68,917","12,335,399","40,903","119,034","4,285","56,922","8,034,507","9,072,266","19,031,192","20,783,615","4,020,539","56,383","17,312,196","3,790","2,569,166",295,"342,874"
IDAHO,"84,385","51,290","33,095","18,113",N/A,N/A,"1,939",N/A,N/A,N/A,N/A,"1,917","3,078","1,241",N/A,N/A,N/A,N/A,"1,691",N/A,"2,018",N/A,509,N/A,N/A,N/A,770,N/A,528,N/A,"1,524",N/A,N/A,606,N/A,N/A,N/A,N/A,N/A,N/A,741,N/A,697,201,"18,856","26,544","4,717","12,739","28,378","38,551",47,165,159,N/A,N/A,N/A,"4,274","3,379","2,007",60,53,"11,809","9,345","10,809","6,869","1,094","19,678","9,847","1,965",N/A,N/A,N/A,"16,725",62,"4,655","2,128",239,"13,099","12,324",919,714,139,0,0,"7,368","6,943",0,0,208,181,"3,848,930","7,253,490","1,172,460","17,432","695,894","606,362","6,603",0,15,183,"2,137","10,004","236,471","1,176,878","63,704","10,809","1,092","587,407","21,997","24,695","1,362",395,16,25,12,1,38,46,197,46,226,"5,369",541,332,42,47,315,509,"5,140",0,3,4,46,7,5,3,1,43,207,15,"1,810",17,"3,835",21,"3,970",0,0,0,0,"638,673","1,396","246,292",614,"1,040",140,"1,049","80,560","146,108","389,892","432,356","69,586",774,"324,202",105,"67,255",2,"17,852"
