You may delete topics from the table by selecting them from the list below the table.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"To display proportions of the selected topics, choose one or more numerators and a single denominator.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"To sort the data, choose one of the options below for sorting and choose ascending or descending.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"To create a national map by state of one category, click on the ""Map it!"" button at the top of the column.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Add new topics, create proportions, change sort order",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"To select county-level data for all states, check the box for ""All States"" at the top of the list.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State,TOTAL POPULATION,TOTAL FAMILIES,PRIVATE FAMILIES,PERSONS IN PRIVATE FAMILIES,TOTAL MALES 21 YEARS OF AGE AND OVER,PERSONS BORN IN ITALY,PERSONS BORN IN JAPAN,PERSONS BORN IN LUXEMBURG,PERSONS BORN IN MEXICO,PERSONS BORN IN NORWAY,PERSONS BORN IN NORWAY AND DENMARK,PERSONS BORN IN THE PACIFIC ISLANDS,PERSONS BORN IN IRELAND,PERSONS BORN IN HUNGARY,PERSONS BORN IN HOLLAND,PERSONS BORN IN GREECE,PERSONS BORN IN GERMANY,PERSONS BORN IN FRANCE,PERSONS BORN IN FINLAND,PERSONS BORN IN EUROPE,PERSONS BORN IN ENGLAND,PERSONS BORN IN DENMARK,PERSONS BORN IN POLAND,PERSONS BORN IN POLAND (AUSTRIAN),PERSONS BORN IN POLAND (GERMAN),PERSONS BORN IN OTHER COUNTRIES,PERSONS BORN AT SEA,PERSONS BORN IN THE WEST INDIES,PERSONS BORN IN WALES,PERSONS BORN IN TURKEY,PERSONS BORN IN SWITZERLAND,PERSONS BORN IN SWEDEN,PERSONS BORN IN SPAIN,PERSONS BORN IN SOUTH AMERICA,PERSONS BORN IN SCOTLAND,PERSONS BORN IN RUSSIA,PERSONS BORN IN RUMANIA,PERSONS BORN IN PORTUGAL,PERSONS BORN IN POLAND (UNKNOWN),PERSONS BORN IN POLAND (RUSSIAN),PERSONS BORN IN POLAND (OTHER),PERSONS BORN IN ASIA EXCEPT CHINA,NATIVE-BORN MALES,FOREIGN-BORN WHITE MALES 5-20 YEARS OF AGE,NATIVE WHITE FEMALES 5-20 YEARS OF AGE,NATIVE WHITE MALES 5-20 YEARS OF AGE,NEGRO FEMALES,NEGRO MALES,TOTAL COLORED FEMALES,TOTAL COLORED MALES,NATIVE-BORN WHITE FEMALES OF FOREIGN PARENTAGE,NATIVE-BORN WHITE MALES OF FOREIGN PARENTAGE,NATIVE-BORN WHITE FEMALES OF NATIVE PARENTAGE,NATIVE-BORN WHITE MALES OF NATIVE PARENTAGE,FOREIGN-BORN WHITE FEMALES,FOREIGN-BORN WHITE MALES,FOREIGN-BORN FEMALES,FOREIGN-BORN MALES,NATIVE-BORN FEMALES,FOREIGN-BORN WHITE FEMALES 5-20 YEAR OF AGE,NEGRO MALES 5-20 YEARS OF AGE,NEGRO FEMALES 5-20 YEARS OF AGE,PERSONS BORN IN CUBA,PERSONS BORN IN CHINA,PERSONS BORN IN CENTRAL AMERICA,PERSONS BORN IN CANADA (FRENCH),PERSONS BORN IN CANADA (ENGLISH),PERSONS BORN IN BOHEMIA,PERSONS BORN IN BELGIUM,PERSONS BORN IN AUSTRIA,PERSONS BORN IN AUSTRALIA,PERSONS BORN IN THE ATLANTIC ISLANDS,OTHER COLORED MALES 5-20 YEARS OF AGE,OTHER COLORED FEMALES 5-20 YEARS OF AGE,NATIVE WHITE MALES 18-44 YEARS OF AGE,FOREIGN-BORN WHITE MALES 18-44 YEARS OF AGE,NEGRO MALES 18-44 YEARS OF AGE,OTHER COLORED MALES 18-44 YEARS OF AGE,PERSONS BORN IN ASIA,ILLITERATE FOREIGN-BORN ALIEN MALES 21 YEARS OF AGE AND OVER,LITERATE FOREIGN-BORN MALES 21 YEARS OF AGE AND OVER,ILLITERATE FOREIGN-BORN MALES 21 YEARS OF AGE AND OVER,NATIVE WHITE ILLITERATES 10 YEARS OF AGE AND OVER OF NATIVE PARENTAGE,NATIVE WHITE ILLITERATES 10 YEARS OF AGE AND OVER OF FOREIGN PARENTAGE,FOREIGN-BORN WHITE ILLITERATES 10 YEARS OF AGE AND OVER,TOTAL COLORED ILLITERATES 10 YEARS OF AGE AND OVER,NEGRO ILLITERATES 10 YEARS OF AGE AND OVER,LITERATE FOREIGN-BORN ALIEN MALES 21 YEARS OF AGE AND OVER,ILLITERATE FOREIGN-BORN MALES 21 YEARS OF AGE AND OVER,LITERATE FOREIGN-BORN MALES 21 YEARS OF AGE AND OVER,LITERATE NATIVE WHITE MALES 21 YEARS OF AGE AND OVER,ILLITERATE NATIVE WHITE MALES 21 YEARS OF AGE AND OVER,LITERATE NATIVE NEGRO MALES 21 YEARS OF AGE AND OVER,ILLITERATE NATIVE NEGRO MALES 21 YEARS OF AGE AND OVER,OTHER LITERATE NATIVE COLORED MALES 21 YEARS OF AGE AND OVER,OTHER ILLITERATE NATIVE COLORED MALES 21 YEARS OF AGE AND OVER,LITERATE NATURALIZED FOREIGN-BORN MALES 21 YEARS OF AGE AND OVER,ILLITERATE NATURALIZED FOREIGN-BORN MALES 21 YEARS OF AGE AND OVER,FARMS OF COLORED SHARE TENANTS,FARMS OF COLORED CASH TENANTS,FARMS OF COLORED FARM MANAGERS,FARMS OF COLORED OWNERS AND TENANTS,FARMS OF COLORED PART OWNERS OF FARMS,FARMS OF COLORED FARM OWNERS,TOTAL FARMS OF COLORED FARMERS,FARMS WITH BUILDINGS,TOTAL ACRES OF LAND IN FARMS,ACRES OF IMPROVED LAND IN FARMS,VALUE FARM LAND AND IMPROVEMENTS (EXCEPT BUILDINGS),VALUE FARM BUILDINGS,VALUE FARM IMPLEMENTS AND MACHINERY,VALUE LIVESTOCK,VALUE FARM PRODUCTS NOT FED TO LIVESTOCK,EXPENDITURES FOR FARM LABOR,"LAND SURFACE AREA IN SQUARE MILES, 1900",FARMS OF WHITE SHARE TENANTS,FARMS OF WHITE CASH TENANTS,FARMS,AVERAGE SIZE OF FARMS IN ACRES,FARMS OF 1-2 ACRES,FARMS OF 3-9 ACRES,FARMS 10-19 ACRES,FARMS OF 20-49 ACRES,FARMS OF 50-99 ACRES,FARMS 100-174 ACRES,FARMS OF 175-259 ACRES,FARMS OF 260-499 ACRES,FARMS OF WHITE FARM MANAGERS,FARMS OF WHITE OWNERS AND TENANTS OF FARMS,FARMS OF WHITE PART OWNERS OF FARMS,FARMS OF WHITE FARM OWNERS,FARMS OF WHITE FARMERS,"FARMS OF 1,000 OR MORE ACRES",FARMS OF 500-999 ACRES,TOTAL WAGES OF WOMEN WAGE EARNERS 16 YEARS OF AGE AND OVER EMPLOYED IN MANUFACTURING,AVERAGE CHILD WAGE EARNERS UNDER 16 YEARS OF AGE EMPLOYED IN MANUFACTURING,TOTAL WAGES OF CHILD WAGE EARNERS UNDER 16 YEARS OF AGE EMPLOYED IN MANUFACTURING,TOTAL MISCELLANEOUS EXPENSES IN MANUFACTURING,RENT OF WORKS IN MANUFACTURING,"TAXES, EXCLUDING INTERNAL REVENUE, IN MANUFACTURING","RENT OF OFFICES, INTEREST, ETC. IN MANUFACTURING",COST OF CONTRACT WORK IN MANUFACTURING,TOTAL COST OF MATERIALS USED IN MANUFACTURING,COST OF PRINCIPAL MATERIALS USED IN MANUFACTURING,COST OF FUEL AND RENT OF POWER AND HEAT IN MANUFACTURING,VALUE PRODUCTS OF ALL MANUFACTURING ESTABLISHMENTS,AVERAGE WOMEN WAGE EARNERS 16 YEARS OF AGE AND OVER EMPLOYED IN MANUFACTURING,TOTAL WAGES OF MEN WAGE EARNERS 16 YEARS OF AGE AND OVER EMPLOYED IN MANUFACTURING,MANUFACTURING ESTABLISHMENTS,"TOTAL CAPITAL INVESTED IN MANUFACTURING (CO. TOTALS IN $, STATE TOTALS IN $1000)",CAPITAL INVESTED IN LAND USED IN MANUFACTURING,CAPITAL INVESTED IN BUILDINGS USED IN MANUFACTURING,"CAPITAL INVESTED IN MACHINERY, TOOLS, AND IMPLEMENTS USED IN MANUFACTURING",CAPITAL INVESTED IN THE FORM OF CASH AND SUNDRIES IN MANUFACTURING,PROPRIETORS AND FIRM MEMBERS OF MANUFACTURING,"SALARIED OFFICIALS, CLERKS, ETC. IN MANUFACTURING","SALARIES OF SALARIED OFFICIALS, CLERKS, ETC, IN MANUFACTURING",AVERAGE WAGE EARNERS IN MANUFACTURING,TOTAL WAGES OF WAGE EARNERS IN MANUFACTURING,AVERAGE MEN WAGE EARNERS 16 YEARS OF AGE AND OVER EMPLOYED IN MANUFACTURING,DWELLINGS
"To retrieve county-level data, select a state and click the submit button below",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL STATES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALABAMA,"1,828,697","374,765","370,980","1,799,695","413,862",862,N/A,N/A,N/A,N/A,255,N/A,"1,792",332,N/A,N/A,"3,634",539,N/A,N/A,"2,347",N/A,N/A,N/A,N/A,"1,188",N/A,N/A,306,N/A,200,488,N/A,N/A,"1,223",468,N/A,N/A,N/A,N/A,N/A,N/A,"907,614",824,"193,861","198,758","418,070","409,237","418,159","409,386","14,891","15,265","473,494","483,164","5,389","8,949","5,442","9,150","906,491",709,"168,132","170,848",N/A,N/A,N/A,N/A,617,N/A,N/A,341,N/A,N/A,43,47,"182,725","4,318","141,828",78,N/A,221,"1,481",160,"102,779",791,"1,313","338,707","338,605",848,82,537,"193,246","30,966","73,399","107,946",19,22,"4,683",252,"23,689","56,212",72,116,"2,871","11,123","94,083","212,551","20,685,427","8,654,991","100,166","34,452,612","8,675,900","36,105,799","81,291,719","4,314,460","51,540","30,855","18,118","223,220",93,768,"10,009","20,866","80,784","47,745","37,111","12,561","9,632",802,753,"8,686","69,923","129,137",956,"2,788","704,099","3,474","352,864","3,828,402","291,131","383,511","2,967,994","185,766","44,099","38,568","5,530,195","80,741","3,898","14,073,456","5,602","70,370","10,021,049","14,957,424","24,159,595","21,232,013","6,744","2,530","2,168,671","52,902","15,130,419","45,530","362,295"
ARKANSAS,"1,311,564","265,238","262,421","1,290,090","313,836",576,N/A,N/A,N/A,N/A,N/A,N/A,"1,345",N/A,N/A,N/A,"5,971",387,N/A,N/A,"1,394",N/A,315,N/A,N/A,824,N/A,N/A,N/A,N/A,679,355,N/A,N/A,342,276,N/A,N/A,N/A,N/A,N/A,N/A,"666,307",615,"187,507","192,144","181,514","185,342","181,542","185,442","15,101","17,625","434,334","463,334","5,275","8,911","5,284","9,005","630,968",549,"72,768","75,766",N/A,N/A,N/A,161,932,284,N/A,448,N/A,N/A,14,12,"177,262","4,004","69,055",59,N/A,141,"2,136",123,"74,828","1,208","1,124","113,495","113,453",690,47,481,"195,324","22,995","48,072","39,040",19,14,"4,499",255,"19,120","15,842",80,175,"1,775","9,991","46,983","171,963","16,636,719","6,953,735","105,107","30,075,520","8,750,060","37,483,771","66,076,620","3,171,090","53,045","34,717","11,461","178,694",93,529,"3,945","20,191","55,332","38,595","42,007","10,569","5,871",739,"1,481","9,166","74,147","131,711",416,"1,239","159,820",643,"102,460","1,482,779","189,293","222,922","1,002,164","68,400","23,964","23,579","384,440","45,198",700,"8,424,011","4,794","35,961","8,164,629","3,681,258","12,444,494","11,670,259","5,751","1,649","1,251,096","26,501","8,686,291","25,158","259,004"
CALIFORNIA,"1,485,053","341,781","324,690","1,319,602","544,087","8,086",N/A,N/A,"5,060",794,N/A,N/A,"10,264","22,777","44,476",N/A,799,"1,015","72,449",N/A,"12,256","2,763",488,N/A,N/A,"1,949","3,929","10,974","14,549",N/A,896,"1,137",N/A,"9,467","3,421","12,068",N/A,N/A,N/A,832,N/A,"3,515","580,294","11,127","192,214","192,561","5,279","5,766","16,942","65,384","219,076","222,718","303,811","340,617","124,693","191,812","127,003","240,237","537,519","9,966","1,609","1,616",N/A,"35,746","9,040","40,262","2,410","27,408",785,"5,356","2,269",N/A,"7,426","3,562","243,557","99,299","2,658","33,363",N/A,"17,620","23,164","2,827","4,983","3,337","27,267","23,372","1,211","57,567",644,"8,903","305,750","3,501","2,944",469,"2,650","3,503","109,624","4,921",151,667,29,3,46,711,"1,607","69,267","28,828,951","11,958,837","630,445","77,468,000","21,311,670","67,303,325","118,202,036","25,845,120","156,172","7,535","8,407","72,542",397,"1,492","5,354","8,236","13,110","8,067","13,196","4,635","8,370","3,224",306,"8,165","43,298","70,935","4,753","5,329","4,814,498","2,114","382,083","16,190,282","3,300,563","1,049,932","9,876,976","1,962,811","188,126","183,260","4,865,105","302,875","17,285","42,229,366","12,582","205,395","34,735,416","22,562,385","62,440,759","85,656,465","14,224","7,884","8,360,829","91,047","47,425,947","71,648","313,217"
COLORADO,"539,700","127,459","122,349","496,430","185,708",571,"10,132",N/A,"6,818",274,N/A,"1,149",260,"14,606","1,162",N/A,844,"13,575","2,050",N/A,581,156,155,N/A,N/A,84,N/A,N/A,292,N/A,71,"1,955","1,479","10,765",53,"4,069",N/A,"2,938",N/A,465,N/A,N/A,"239,284","4,060","74,659","75,280","4,097","4,473","4,812","5,842","61,326","65,910","143,177","168,158","35,053","55,422","35,107","56,048","209,261","3,753",967,"1,076",N/A,960,N/A,"8,837",330,N/A,170,"6,024",126,201,422,314,"103,876","35,144","2,501",615,N/A,"1,382","7,189",538,"7,920",772,"7,264","1,823",962,"5,608",725,"6,601","127,259","3,195","2,747",444,44,246,"28,571","1,159",12,3,0,0,5,53,73,"23,532","9,474,588","2,273,968","90,342","16,002,512","4,746,755","49,954,311","26,865,746","4,100,905","103,645","3,339","2,227","24,700",384,794,"1,047","1,032","2,122","2,526","9,104","1,573","3,799",880,136,"2,363","15,682","24,627","1,237","1,466","671,539",243,"49,686","4,169,635","701,212","292,330","2,659,468","516,625","66,886","64,043","2,842,710","102,830","1,894","14,425,442","3,570","62,825","5,796,070","15,977,672","21,494,888","19,556,842","3,667","2,052","2,272,480","24,725","15,146,667","22,588","120,364"
CONNECTICUT,"908,420","203,424","200,640","871,648","280,340","19,105",N/A,N/A,N/A,709,N/A,N/A,"70,994","5,692",N/A,N/A,"31,892","2,427",442,N/A,"21,569","2,249",N/A,"2,085",356,859,N/A,267,650,226,"1,499","16,164",N/A,N/A,"6,175","11,404",247,568,518,"7,739",N/A,345,"330,756","15,640","109,742","110,317","7,979","7,247","8,055","7,941","143,134","139,111","188,358","184,425","114,579","122,817","114,672","123,538","339,454","17,061","1,958","2,314",N/A,569,383,"19,174","7,871",493,209,"5,330",N/A,N/A,47,22,"128,190","75,532","3,447",527,N/A,"11,676","12,223","2,443","1,958","1,720","37,723","1,572","1,441","23,005",573,"4,406","167,020","1,703","3,874",577,66,8,"50,762","2,004",5,18,7,1,2,76,109,"26,507","2,312,083","1,064,525","52,442","44,983,560","4,948,300","10,932,212","22,098,948","4,103,420","4,845",699,"2,745","26,948",86,377,"2,050","2,699","6,218","6,943","5,494","1,945","1,009",769,348,"1,130","21,148","26,839",26,187,"12,873,190","3,479","667,038","23,089,806","1,621,573","1,384,047","16,530,497","3,553,689","185,641","180,550","5,090,746","352,824","42,605","69,227,497","9,128","314,697","19,208,863","47,663,187","80,177,430","167,647,256","9,381","9,981","12,286,050","176,694","82,767,725","130,610","159,677"
DELAWARE,"184,735","39,446","39,007","179,833","54,018","1,122",N/A,N/A,N/A,N/A,N/A,N/A,"5,044",86,N/A,N/A,"2,332",148,N/A,N/A,"1,506",N/A,120,N/A,439,648,N/A,N/A,N/A,N/A,N/A,302,N/A,N/A,341,380,N/A,N/A,N/A,968,N/A,N/A,"86,556",742,"23,334","24,041","15,081","15,616","15,086","15,672","11,111","11,108","58,181","59,848","6,199","7,530","6,208","7,602","84,369",665,"5,465","5,384",N/A,N/A,N/A,N/A,257,N/A,N/A,117,N/A,N/A,3,1,"29,069","4,292","6,622",46,N/A,509,879,216,"5,840",232,"2,476","8,983","8,967",819,50,227,"36,086","2,759","4,781","3,573",3,0,"3,685",431,396,75,15,1,34,297,818,"9,545","1,066,228","754,010","23,769","10,667,220","2,150,560","4,111,054","7,400,857","1,075,960","1,960","3,726",679,"9,687",110,38,292,547,"1,568","2,610","2,923","1,133",500,116,25,280,"4,043","8,869",5,71,"754,726",859,"130,912","2,155,948","181,063","111,494","1,748,209","115,182","26,653","25,920","732,916","45,388","3,579","8,374,023","1,417","41,203","4,164,048","6,644,406","11,540,663","18,854,122","1,510","1,327","1,422,831","22,203","9,259,661","17,765","38,191"
FLORIDA,"528,542","117,001","113,629","508,915","139,601","1,707",N/A,N/A,N/A,235,N/A,N/A,797,N/A,N/A,N/A,"1,812",262,N/A,N/A,"2,231",204,N/A,N/A,N/A,"1,517",N/A,"4,910",N/A,N/A,N/A,561,"1,084",N/A,434,220,N/A,N/A,N/A,N/A,N/A,N/A,"261,646","1,429","53,184","54,391","110,531","120,199","110,691","120,518","11,956","12,088","122,652","131,380","7,997","11,260","10,232","13,600","243,064","1,533","42,915","43,993","6,744",N/A,N/A,N/A,"1,114",N/A,N/A,N/A,N/A,N/A,85,70,"54,489","6,288","53,546",177,N/A,459,"2,568",393,"16,470",569,"2,145","65,101","64,816","2,366",84,569,"62,571","5,666","35,821","23,698",13,96,"4,844",453,"1,384","5,497",93,94,851,"5,607","13,526","39,265","4,363,891","1,511,653","30,823","9,976,822","1,963,210","11,166,016","16,190,474","1,468,290","54,240","1,547","2,392","40,814",107,584,"2,292","3,488","13,646","7,874","7,940","2,259","1,844",917,186,"1,430","20,816","27,288",278,609,"455,906",374,"45,142","2,363,626","121,632","184,504","1,967,475","90,015","15,638","15,414","223,300","36,810","1,668","10,181,990","2,056","33,107","10,795,140","2,892,701","7,298,569","12,121,067","2,476","1,778","1,295,139","34,230","10,683,038","32,188","113,594"
GEORGIA,"2,216,331","455,557","450,712","2,177,305","500,752",218,N/A,N/A,N/A,N/A,243,N/A,"2,293",N/A,N/A,191,"3,407",249,N/A,N/A,"1,514",N/A,N/A,N/A,N/A,"1,189",N/A,N/A,N/A,N/A,180,204,N/A,N/A,417,"1,232",N/A,N/A,N/A,N/A,N/A,N/A,"1,095,598",557,"226,898","229,938","524,944","509,869","524,964","510,073","12,604","12,309","570,824","573,536","4,738","7,283","4,800","7,603","1,108,330",565,"208,937","218,804",N/A,184,N/A,N/A,679,N/A,N/A,203,N/A,N/A,18,8,"220,568","3,604","184,863",151,N/A,184,"1,399",111,"99,948",483,833,"379,156","379,067",936,20,354,"238,707","32,082","97,261","125,678",8,4,"3,840",168,"36,515","34,728",208,66,"1,762","9,547","82,826","215,855","26,392,057","10,615,644","138,515","44,854,690","9,804,010","35,200,507","92,145,676","7,244,520","58,980","39,295","24,022","224,691",118,451,"5,604","13,301","73,408","52,251","41,661","18,646","12,793","1,394",827,"4,271","72,056","141,865","1,858","4,718","2,015,852","6,373","691,700","5,321,330","473,942","640,949","3,993,762","212,677","58,232","56,794","1,438,238","106,655","10,929","17,582,519","7,504","89,790","10,992,824","13,290,214","32,830,482","32,676,136","8,828","4,203","3,354,946","83,842","20,290,071","66,540","436,153"
IDAHO,"161,772","37,491","35,819","149,871","53,932",779,"1,305",N/A,N/A,"1,173",N/A,N/A,"1,633",N/A,N/A,N/A,"2,974",N/A,N/A,N/A,"3,943","1,626",N/A,N/A,N/A,"1,470",N/A,N/A,732,N/A,"1,017","2,822",N/A,N/A,796,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"76,178",997,"25,223","26,353",127,166,"2,373","4,904","19,240","23,514","39,427","50,424","7,365","14,525","7,415","17,189","60,990",688,32,37,N/A,"1,411",N/A,395,"2,528",N/A,N/A,N/A,N/A,N/A,"1,018",616,"30,838","8,478",104,"2,363",N/A,957,"1,781",144,633,229,"1,305","3,338",37,"2,334",121,"1,281","36,442",395,105,20,252,971,"8,801",328,5,22,0,13,10,545,595,"16,715","3,204,903","1,413,118","35,486","6,831,815","3,295,045","21,657,974","14,645,821","2,250,450","84,290","1,118",384,"17,471",183,349,188,267,"1,478","2,306","8,998","1,348","1,930",357,151,806,"14,060","16,876",171,436,"18,160",23,"2,173","142,596","29,553","28,403","82,365","2,275","2,055","1,991","63,976","4,021",59,"841,755",591,"2,942","415,267","543,724","950,625","1,031,908",669,97,"70,786","1,477","862,088","1,395","36,487"
