State Level Results for 1910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
You may add more topics to the table by selecting them from the list below the table.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
You may delete topics from the table by selecting them from the list below the table.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"To display proportions of the selected topics, choose one or more numerators and a single denominator.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"To sort the data, choose one of the options below for sorting and choose ascending or descending.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"To create a national map by state of one category, click on the ""Map it!"" button at the top of the column.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Add new topics, create proportions, change sort order",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"To select county-level data for all states, check the box for ""All States"" at the top of the list.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State,TOTAL POPULATION,TOTAL PERSONS 18-20 YEARS OF AGE,FAMILIES,"URBAN POPULATION 1910 (2,500+)","URBAN POPULATION 1900 (2,500+)",RURAL POPULATION 1910 (REMDR CNTY/STATE),RURAL POPULATION 1900 (REMDR CNTY/STATE),"URBAN POPULATION 1900 (2,500+)",RURAL POPULATION 1900 (REMDR CNTY/STATE),TOTAL PERSONS 15-17 YEARS OF AGE,TOTAL PERSONS 10-20 YEARS OF AGE,TOTAL MALES,TOTAL FEMALES,TOTAL MALES OF VOTING AGE,TOTAL PERSONS TEN YEARS OF AGE AND OVER,TOTAL PERSONS 6-9 YEARS OF AGE,TOTAL PERSONS 6-14 YEARS OF AGE,TOTAL PERSONS 6-20 YEARS OF AGE,TOTAL PERSONS 10-14 YEARS OF AGE,WHITE PERSONS BORN IN RUMANIA,WHITE PERSONS BORN IN RUSSIA,WHITE PERSONS BORN IN SCOTLAND,WHITE PERSONS BORN IN SERVIA,WHITE PERSONS BORN IN SPAIN,WHITE PERSONS BORN IN SWEDEN,WHITE PERSONS BORN IN SWITZERLAND,WHITE PERSONS BORN IN TURKEY,WHITE PERSONS BORN IN ASIAN TURKEY,WHITE PERSONS BORN IN EUROPEAN TURKEY,WHITE PERSONS BORN IN PORTUGAL,WHITE PERSONS BORN IN NORWAY,WHITE PERSONS BORN IN GERMANY,WHITE PERSONS BORN IN GREECE,WHITE PERSONS BORN IN HOLLAND,WHITE PERSONS BORN IN HUNGARY,WHITE PERSONS BORN IN IRELAND,WHITE PERSONS BORN IN ITALY,WHITE PERSONS BORN IN MEXICO,WHITE PERSONS BORN IN MONTENEGRO,WHITE PERSONS BORN IN NEWFOUNDLAND,WHITE PERSONS BORN IN FRANCE,WHITE PERSONS BORN IN WALES,NATIVE WHITE PERSONS W / BOTH PARENTS BORN IN HOLLAND,NATIVE WHITE PERSONS W / BOTH PARENTS BORN IN HUNGARY,NATIVE WHITE PERSONS W / BOTH PARENTS BORN IN IRELAND,NATIVE WHITE PERSONS W / BOTH PARENTS BORN IN ITALY,NATIVE WHITE PERSONS W / BOTH PARENTS BORN IN NORWAY,NATIVE WHITE PERSONS W / BOTH PARENTS BORN IN RUSSIA,NATIVE WHITE PERSONS W / BOTH PARENTS BORN IN SCOTLAND,NATIVE WHITE PERSONS W / BOTH PARENTS IN SWEDEN,NATIVE WHITE PERSONS W / BOTH PARENTS BORN IN SWITZERLAND,NATIVE WHITE PERSONS W / BOTH PARENTS BORN IN GREECE,NATIVE WHITE PERSONS W / BOTH PARENTS BORN IN GERMANY,WHITE PERSONS BORN IN THE WEST INDIES,WHITE PERSONS BORN IN OTHER FOREIGN,NATIVE WHITE PERSONS W / BOTH PARENTS BORN IN AUSTRIA,NATIVE WHITE PERSONS W / BOTH PARENTS BORN IN CANADA,NATIVE WHITE PERSONS W / BOTH PARENTS BORN IN CANADA (FRENCH),NATIVE WHITE PERSONS W / BOTH PARENTS BORN IN CANADA (OTHER),NATIVE WHITE PERSONS W / BOTH PARENTS BORN IN DENMARK,NATIVE WHITE PERSONS W / BOTH PARENTS BORN IN ENGLAND,NATIVE WHITE PERSONS W / BOTH PARENTS BORN IN FRANCE,NATIVE WHITE PERSONS W / BOTH PARENTS BORN IN WALES,TOTAL WHITE PERSONS,NATIVE WHITE MALES OF VOTING AGE OF NATIVE PARENTAGE,NATIVE WHITE MALES OF VOTING AGE OF FOREIGN PARENTAGE,NATIVE WHITE MALES OF VOTING AGE OF MIXED PARENTAGE,FOREIGN-BORN WHITE MALES OF VOTING AGE,NEGRO MALES OF VOTING AGE,"INDIAN, CHINESE, JAPANESE AND MALES OF ALL OTHER RACES OF VOTING AGE",NATURALIZED FOREIGN-BORN WHITE MALES OF VOTING AGE,FOREIGN-BORN WHITE MALES OF VOTING AGE WITH FIRST PAPERS,ALIEN FOREIGN-BORN WHITE MALES OF VOTING AGE,FOREIGN-BORN WHITE PERSONS,NATIVE WHITE PERSONS OF MIXED PARENTAGE,WHITE MALES,WHITE FEMALES,TOTAL NEGROES,NEGRO MALES,NEGRO FEMALES,"INDIANS, CHINESE, JAPANESE AND PERSONS OF ALL OTHER RACES",ALL OTHER PERSONS OF FOREIGN PARENTAGE,NATIVE WHITE PERSONS OF NATIVE PARENTAGE,NATIVE WHITE PERSONS OF FOREIGN PARENTAGE,FOREIGN-BORN WHITE MALES OF VOTING AGE OF UNKNOWN CITIZENSHIP STATUS,TOTAL NATIVE WHITE PERSONS TEN YEARS OF AGE AND OVER,WHITE PERSONS BORN IN CANADA,WHITE PERSONS BORN IN CANADA (FRENCH,WHITE PERSONS BORN IN CANADA (OTHER),WHITE PERSONS BORN IN CENTRAL AMERICA,WHITE PERSONS BORN IN CUBA,WHITE PERSONS BORN IN CUBA AND THE OTHER WEST INDIES,WHITE PERSONS BORN IN DENMARK,WHITE PERSONS BORN IN ENGLAND,WHITE PERSONS BORN IN FINLAND,WHITE PERSONS BORN IN BULGARIA,WHITE PERSONS BORN IN BELGIUM,WHITE PERSONS BORN IN AUSTRIA,TOTAL FOREIGN-BORN WHITE PERSONS TEN YEARS OF AGE AND OVER,"TOTAL NEGROES, TEN YEARS OF AGE AND OVER",TOTAL NATIVE WHITE PERSONS 6-14 YEARS OF AGE OF NATIVE PARENTAGE,TOTAL NATIVE WHITE PERSONS 6-14 YEARS OF AGE OF FOREIGN OR MIXED PARENTAGE,TOTAL FOREIGN-BORN WHITE PERSONS 6-14 YEARS OF AGE,TOTAL NEGROES 6-14 YEARS OF AGE,WHITE PERSONS BORN IN AFRICA (COUNTRY UNSPECIFIED,WHITE PERSONS BORN IN THE ATLANTIC ISLANDS,WHITE PERSONS BORN IN AUSTRALIA,PERSONS 10-14 YEARS OF AGE ATTENDING SCHOOL,PERSONS 15-17 YEARS OF AGE ATTENDING SCHOOL,PERSONS 18-20 YEARS OF AGE ATTENDING SCHOOL,PERSONS 6-14 YEARS OF AGE ATTENDING SCHOOL,NATIVE WHITE PERSONS 6-14 YEARS OF AGE OF NATIVE PARENTAGE ATTENDING SCHOOL,NATIVE WHITE PERSONS 6-14 YEARS OF AGE OF FOREIGN OR MIXED PARENTAGE ATTENDING SCHOOL,FOREIGN-BORN WHITE PERSONS 6-14 YEARS OF AGE ATTENDING SCHOOL,NEGROES 6-14 YEARS OF AGE ATTENDING SCHOOL,PERSONS 6-9 YEARS OF AGE ATTENDING SCHOOL,PERSONS 6-20 YEARS OF AGE ATTENDING SCHOOL,ILLITERATE PERSONS 10-20 YEARS OF AGE,TOTAL ILLITERATE MALES OF VOTING AGE,ILLITERATE NATIVE WHITE MALES OF VOTING AGE,ILLITERATE FOREIGN-BORN WHITE MALES OF VOTING AGE,ILLITERATE NEGRO MALES OF VOTING AGE,ILLITERATE PERSONS TEN YEARS OF AGE AND OVER,ILLITERATE NATIVE WHITE PERSONS TEN YEARS OF AGE AND OVER,ILLITERATE FOREIGN-BORN WHITE PERSONS TEN YEARS OF AGE AND OVER,ILLITERATE NEGROES TEN YEARS OF AGE AND OVER,ACRES OF IMPROVED LAND IN FARMS OPERATED BY TENANTS,ACRES OF LAND IN FARMS OPERATED BY TENANTS,TOTAL FARMS OPERATED BY TENANTS,NEGRO AND OTHER NON-WHITE FARM OWNERS,FOREIGN-BORN WHITE FARM OWNERS,NATIVE WHITE FARM OWNERS,FARMS CONSISTING OF OWNED AND HIRED LAND IN FARMS OPERATED BY OWNERS,FARMS CONSISTING OF OWNED LAND ONLY OPERATED BY OWNERS,VALUE OF LAND AND BUILDINGS IN FARMS OPERATED BY OWNERS,ACRES OF IMPROVED LAND IN FARMS OPERATED BY OWNERS,VALUE OF LAND AND BUILDINGS IN FARMS OPERATED BY TENANTS,TOTAL FARMS OPERATED BY SHARE TENANT,VALUE OF LAND AND BUILDINGS IN FARMS OPERATED BY MANAGERS,ACRES OF IMPROVED LAND IN FARMS OPERATED BY MANAGERS,ACRES OF LAND IN FARMS OPERATED BY MANAGERS,TOTAL FARMS OPERATED BY MANAGERS,TOTAL FARMS OPERATED BY NEGRO AND OTHER NON-WHITE TENANTS,TOTAL FARMS OPERATED BY FOREIGN-BORN TENANTS,TOTAL FARMS OPERATED BY NATIVE WHITE TENANTS,"TOTAL FARMS OPERATED BY TENANTS, TENURE NOT SPECIFIED",TOTAL FARMS OPERATED BY CASH TENANTS,TOTAL FARMS OPERATED BY SHARE-CASH TENANTS,ACRES OF LAND IN FARMS OPERATED BY OWNERS,TOTAL FARMS OPERATED BY OWNERS,FARMS OF NATIVE WHITES,TOTAL FARMS,VALUE OF ALL OTHER CROPS,VALUE OF FRUITS AND NUTS,VALUE OF VEGETABLES,VALUE OF HAY AND FORAGE,VALUE OF OTHER GRAINS AND SEEDS,VALUE OF CEREALS,TOTAL VALUE OF ALL CROPS,LAND AREA (IN SQUARE MILES),FARMS OF FOREIGN-BORN WHITES,FARMS OF NEGROES AND OTHER NON-WHITES,"FARMS OF 1,000 OR MORE ACRES",FARMS OF 500-999 ACRES,FARMS OF 260-499 ACRES,FARMS OF 175-259 ACRES,FARMS OF 100-174 ACRES,FARMS OF 50-99 ACRES,FARMS OF 20-49 ACRES,FARMS OF 10-19 ACRES,FARMS OF 3-9 ACRES,FARMS OF UNDER THREE ACRES,DWELLINGS
"To retrieve county-level data, select a state and click the submit button below",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL STATES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALABAMA,"2,138,093","132,373","454,767","370,431","237,670","1,767,662","1,591,027","216,714","1,611,983","140,936","526,505","1,074,209","1,063,884","513,111","1,541,575","223,852","477,048","750,357","253,196",108,"1,530","1,120",N/A,N/A,752,213,N/A,389,128,N/A,266,"3,599",633,127,585,"1,167","2,695",N/A,N/A,N/A,590,230,N/A,219,"2,273","1,602",114,948,"1,159",481,157,N/A,"4,794",N/A,562,556,N/A,52,207,105,"1,570",421,214,"1,228,832","279,957","4,862","3,603","10,521","213,923",245,"4,841",684,"2,793","18,956","14,750","625,891","602,941","908,282","447,794","460,488",979,"2,795","1,177,459","17,667","2,203","860,279",N/A,96,718,N/A,N/A,N/A,197,"2,348",N/A,N/A,N/A,903,"18,291","662,356","260,867","6,418",998,"208,548",N/A,N/A,N/A,"181,439","69,266","24,843","291,340","182,725","5,012",701,"102,813","109,901","385,449","86,437","124,494","30,633","1,028","92,744","352,710","84,768","2,063","265,628","4,953,250","7,085,439","158,326","17,082","1,113","85,734","16,340","87,589","166,872","4,620,232","114,416","67,352","6,965,693","120,099","366,767",646,"93,309",123,"64,894","5,186","83,360","2,428","13,280,106","103,929","151,214","262,901","95,752,540","2,189,387","9,842,784","3,357,132","2,218,294","30,927,210","144,287,347","51,279","1,244","110,443",822,"2,276","8,161","11,932","35,563","55,448","106,841","28,115","13,613",130,"441,249"
ARIZONA (territory),"204,354","11,562","47,927","63,260","21,409","141,094","101,522","19,495","103,436","10,064","39,717","118,574","85,780","74,051","157,659","17,180","35,271","56,897","18,091",N/A,311,576,N/A,855,845,314,172,N/A,N/A,N/A,272,"1,846",N/A,N/A,115,"1,550","1,531","29,452",345,N/A,323,210,N/A,N/A,"1,985",555,164,111,362,427,133,N/A,"2,198",N/A,391,331,N/A,78,422,172,"1,474",157,123,"171,468","28,752","6,980","3,683","25,682",764,"8,190","5,912","1,113","14,574","46,824","16,059","100,871","70,597","2,009","1,054",955,"30,877","17,425","82,468","26,117","4,083","90,119",N/A,177,"1,641",N/A,N/A,N/A,284,"3,500",557,N/A,N/A,"1,483","43,724","1,691","14,857","9,497","3,762",254,N/A,N/A,74,"14,034","5,126","1,538","23,691","11,952","6,845","2,318",207,"9,657","30,355","7,146","14,463","1,297","7,447",64,"32,953","3,776","13,758",122,"59,863","106,901",861,"3,149",644,"4,410",444,"7,759","33,197","254,439","8,288",272,"5,800,694","35,871","264,798",163,43,135,683,105,466,18,"874,914","8,203","5,218","9,227","315,172","347,585","505,988","2,553,228","204,046","1,570,853","5,496,872","113,810",806,"3,203",72,164,494,263,"2,591",820,"1,477",839,912,"1,595","45,386"
ARKANSAS,"1,574,449","101,667","333,368","202,681","131,719","1,371,768","1,179,960","111,733","1,199,831","104,723","386,269","810,026","764,423","395,824","1,134,087","165,403","345,282","551,672","179,879",N/A,760,442,N/A,N/A,385,804,213,N/A,N/A,N/A,76,"5,813",179,145,285,"1,077","1,699",105,N/A,N/A,387,148,85,258,"1,794",700,N/A,472,364,176,580,N/A,"8,288",N/A,251,992,N/A,60,223,72,"1,129",331,149,"1,131,026","263,215","6,269","5,099","9,718","111,365",158,"5,284",595,"1,388","16,909","18,221","586,420","544,606","442,891","223,323","219,568",532,"2,714","1,077,509","18,387","2,451","790,229",N/A,119,947,N/A,N/A,N/A,178,"1,517",N/A,N/A,111,"1,268","16,454","327,009","238,328","6,778",684,"99,383",N/A,N/A,N/A,"139,921","60,039","22,058","241,938","178,097","5,503",382,"57,872","102,017","324,035","29,954","53,440","20,728",661,"32,013","142,954","55,025","1,466","86,398","3,148,433","4,698,347","107,266","14,662","2,148","89,839","18,783","87,866","181,882","4,815,122","116,844","68,553","10,440,663","112,699","328,186",763,"48,885",300,"58,081","5,278","30,405","3,030","12,389,542","106,649","148,627","214,678","71,309,055","3,744,613","7,643,102","4,887,139","572,194","31,262,922","119,419,025","52,525","2,458","63,593",398,"1,163","6,014","11,135","39,353","45,373","74,983","29,875","6,270",114,"327,625"
CALIFORNIA,"2,377,549","129,960","563,636","1,469,739","810,193","907,810","674,860","777,699","707,354","112,010","415,915","1,322,978","1,054,571","920,397","2,007,698","139,639","313,584","555,554","173,945",N/A,"16,607","13,694",N/A,"4,218","26,210","14,520","4,521",N/A,N/A,"22,427","9,952","76,305","7,918",N/A,"3,301","52,475","63,601","33,444",N/A,N/A,"17,390",N/A,N/A,N/A,"69,988","32,651","4,666","8,946","7,443","14,797","8,861",N/A,"85,362",N/A,"13,763","5,576",N/A,"1,755","11,921","8,244","26,096","8,836",N/A,"2,259,672","367,783","121,043","60,016","297,365","8,143","66,047","137,274","27,708","99,940","517,250","232,525","1,232,990","1,026,682","21,645","11,303","10,342","96,232","108,222","1,106,533","403,364","32,443","1,396,146",N/A,"3,109","41,445",N/A,N/A,N/A,"14,208","48,667","6,156",N/A,N/A,"17,163","505,312","18,699","175,116","112,614","17,299","2,579",N/A,"2,860","3,296","163,142","66,013","22,544","272,520","152,985","99,184","14,245","2,281","109,378","361,077","7,027","42,787","3,175","28,921",556,"74,902","7,509","50,292","1,329","3,196,797","6,201,133","18,148",938,"19,914","45,780","10,132","56,500","882,448","6,464,472","338,609","6,135","229,544,415","1,728,625","6,604,972","3,417","2,078","5,565","10,505","1,572","9,737",704,"15,125,339","66,632","58,926","88,197","12,736,934","50,706,869","12,121,958","42,187,215","7,318,211","28,039,826","153,111,013","155,652","26,193","3,078","4,693","5,119","7,862","4,689","12,015","10,680","20,614","11,932","9,324","1,269","513,481"
COLORADO,"799,024","44,421","194,467","404,840","269,662","394,184","270,038","260,651","279,049","41,664","155,773","430,697","368,327","271,648","640,846","60,167","129,855","215,940","69,688",N/A,"13,616","4,269",N/A,N/A,"12,445","1,767",549,N/A,N/A,N/A,"1,787","17,071","2,270",710,"1,632","8,710","14,375","2,543",N/A,N/A,"1,373","1,989",642,884,"14,535","9,087","1,421","8,167","3,302","9,681","1,124",N/A,"24,434",N/A,"2,250","7,324","3,347",N/A,N/A,"1,894","9,781",978,"1,760","783,415","147,268","30,294","16,527","70,514","4,283","2,762","35,245","6,536","19,615","126,851","66,681","421,471","361,944","11,453","5,867","5,586","4,156","16,386","475,136","114,747","9,118","504,141",N/A,789,"8,744",N/A,N/A,N/A,"2,755","12,926","1,239",N/A,N/A,"13,042","123,026","9,990","84,634","37,779","5,619","1,429",N/A,N/A,N/A,"65,123","26,164","8,894","112,568","73,083","33,407","4,591","1,220","47,445","147,626","2,487","11,343","2,936","7,468",373,"23,780","8,133","13,897",856,"1,083,802","2,256,870","8,390",466,"6,726","29,801","4,519","32,474","270,209","2,907,897","108,966","4,913","29,343,653","310,402","1,140,446",787,107,"1,572","6,711","1,033","2,211",233,"10,134,797","36,993","37,198","46,170","7,041,380","5,078,978","6,058,939","17,282,276","725,866","14,787,519","50,974,958","103,658","8,398",574,"1,577","2,426","9,472","3,004","16,355","4,384","3,882","2,279","2,222",569,"183,874"
CONNECTICUT,"1,114,756","63,998","246,659","999,839","794,381","114,917","114,039","792,595","115,825","58,933","218,203","563,642","551,114","347,692","901,026","80,251","175,523","298,454","95,272","54,120","6,750","18,208",N/A,N/A,"1,806","1,735",N/A,696,616,718,670,"1,074","13,855",N/A,"58,457","56,953","1,265",N/A,N/A,N/A,"31,126","1,843",N/A,"92,242","31,419",499,"28,611","4,338","14,508",922,"23,476",N/A,"7,420",N/A,"13,831","16,350",N/A,"2,662","1,845","13,912","1,445","35,432",N/A,"1,098,897","119,751","54,427","15,046","153,168","4,765",535,"60,608","9,103","69,431","328,759","85,577","555,821","543,076","15,174","7,229","7,945",685,N/A,"395,649","288,912","14,026","569,005",N/A,"7,797","2,722",N/A,N/A,N/A,"22,422",776,"2,619",N/A,"18,889","23,642","318,780","12,598","63,595","94,044","15,580","2,274",N/A,N/A,N/A,"89,844","23,652","6,924","161,921","58,874","87,065","13,902","2,057","72,077","192,497","4,807","23,562","1,637","21,532",314,"53,665","3,583","49,202",792,"99,685","217,332","2,632",79,"5,996","17,159","1,087","22,147","106,841","827,009","11,805",288,"19,672,948","61,558","136,649",949,22,632,"1,978",507,"1,795",42,"1,831,807","23,234","19,841","26,815","7,632,858","1,692,451","3,851,867","7,224,500","47,112","2,039,211","22,487,999","4,820","6,861",113,40,188,911,"1,702","4,999","6,634","6,306","3,119","2,693",223,"181,911"
DELAWARE,"202,322","11,907","44,951","97,085","85,717","105,237","99,018","85,717","99,018","11,536","42,751","103,435","98,887","61,887","163,080","15,181","34,489","57,932","19,308",39,"3,428",344,N/A,N/A,332,78,18,N/A,N/A,N/A,38,"2,572",33,20,247,"3,984","2,893",N/A,N/A,N/A,169,34,N/A,118,"6,731","1,513",N/A,"1,914",184,208,31,N/A,"3,407",N/A,77,364,N/A,27,107,17,"1,069",103,35,"171,102","37,677","4,317","2,034","8,776","9,050",33,"3,707",658,"3,189","17,420","8,307","87,387","83,715","31,181","16,011","15,170",39,"1,738","127,809","17,566","1,222","121,325",N/A,63,432,N/A,N/A,20,52,"1,555",N/A,N/A,N/A,992,"16,940","24,777","22,425","5,188",701,"6,172",N/A,N/A,N/A,"17,072","5,593","1,454","28,257","18,704","4,329",532,"4,689","11,185","35,304","1,223","6,272","1,740","1,692","2,829","13,240","3,525","3,359","6,345","373,874","540,875","4,535",406,324,"5,448",313,"5,865","27,175,067","322,077","24,204,636","3,622","1,776,280","17,587","21,164",123,500,79,"3,956",247,619,47,"476,827","6,178","9,504","10,836","474,576","890,436","1,832,699","1,174,473","57,296","4,692,329","9,121,809","1,965",410,922,6,52,435,994,"2,849","2,977","1,988",831,672,32,"43,183"
