State Level Results for 1870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
You may add more topics to the table by selecting them from the list below the table.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
You may delete topics from the table by selecting them from the list below the table.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"To display proportions of the selected topics, choose one or more numerators and a single denominator.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"To sort the data, choose one of the options below for sorting and choose ascending or descending.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"To create a national map by state of one category, click on the ""Map it!"" button at the top of the column.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Add new topics, create proportions, change sort order",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"To select county-level data for all states, check the box for ""All States"" at the top of the list.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State,TOTAL POPULATION,MALE CITIZENS 21 YEARS AGE AND OVER,MALES 21 YEARS AGE AND OVER,MALES 18-45 YEARS AGE,FEMALES 5-18 YEARS AGE,MALES 5-18 YEARS AGE,TOTAL FEMALES,TOTAL MALES,PERSONS BORN IN AUSTRALIA,PERSONS BORN IN AUSTRIA,PERSONS BORN IN BELGIUM,PERSONS BORN IN BOHEMIA,PERSONS BORN IN BRITISH AMERICA,PERSONS BORN IN CHINA,PERSONS BORN IN THE ATLANTIC ISLANDS,PERSONS BORN IN AFRICA,PERSONS BORN IN WISCONSIN,PERSONS BORN IN VIRGINIA & WEST VIRGINIA,PERSONS BORN IN VERMONT,PERSONS BORN IN TENNESSEE,PERSONS BORN IN SOUTH CAROLINA,PERSONS BORN IN RHODE ISLAND,PERSONS BORN IN PENNSYLVANIA,PERSONS BORN IN CUBA,PERSONS BORN IN DENMARK,PERSONS BORN IN ENGLAND & WALES,PERSONS BORN IN SWITZERLAND,PERSONS BORN IN SWEDEN & NORWAY,PERSONS BORN IN SPAIN,PERSONS BORN IN SCOTLAND,PERSONS BORN IN RUSSIA,PERSONS BORN IN PORTUGAL,PERSONS BORN IN POLAND,PERSONS BORN IN MEXICO,PERSONS BORN IN ITALY,PERSONS BORN IN IRELAND,PERSONS BORN IN HOLLAND,PERSONS BORN IN GREAT BRITAIN,PERSONS BORN IN GERMANY,PERSONS BORN IN FRANCE,PERSONS BORN IN THE WEST INDIES,WHITE PERSONS,PERSONS BORN IN DELAWARE,PERSONS BORN IN CONNECTICUT,PERSONS BORN IN CALIFORNIA,PERSONS BORN IN ALABAMA,BORN IN STATE OR TERRITORY,PERSONS HAVING FOREIGN-BORN FATHER AND MOTHER,PERSONS HAVING FOREIGN-BORN MOTHER,PERSONS HAVING FOREIGN-BORN FATHER,PERSONS HAVING ONE OR BOTH PARENTS FOREIGN BORN,FOREIGN-BORN PERSONS,NATIVE-BORN PERSONS,INDIAN PERSONS,CHINESE PERSONS,COLORED PERSONS,PERSONS BORN IN DISTRICT COLUMBIA,PERSONS BORN IN GEORGIA,PERSONS BORN IN ILLINOIS,PERSONS BORN IN OHIO,PERSONS BORN IN NORTH CAROLINA,PERSONS BORN IN NEW YORK,PERSONS BORN IN THE TERRITORY NEW MEXICO,PERSONS BORN IN NEW JERSEY,PERSONS BORN IN NEW HAMPSHIRE,PERSONS BORN IN MISSOURI,PERSONS BORN IN MISSISSIPPI,PERSONS BORN IN MASSACHUSETTS,PERSONS BORN IN INDIANA,PERSONS BORN IN IOWA,PERSONS BORN IN KENTUCKY,PERSONS BORN IN LOUISIANA 1870,PERSONS BORN IN MAINE,PERSONS BORN IN MARYLAND,WHITE MALES 15-20 WHO CANNOT WRITE,WHITE FEMALES 15-20 WHO CANNOT WRITE,WHITE MALES 21 AND OVER WHO CANNOT WRITE,WHITE FEMALES 21 AND OVER WHO CANNOT WRITE,COLORED MALES 10-14 WHO CANNOT WRITE,COLORED FEMALES 10-14 WHO CANNOT WRITE,COLORED MALES 15-20 WHO CANNOT WRITE,COLORED FEMALES 15-20 WHO CANNOT WRITE,COLORED MALES 21 AND OVER WHO CANNOT WRITE,EVANGELICAL ASSOCIATION SITTINGS,FRIENDS ORGANIZATIONS,FRIENDS SITTINGS,MORMON SITTINGS,MORMAN ORGANIZATIONS,METHODIST SITTINGS,METHODIST ORGANIZATIONS,LUTHERAN SITTINGS,LUTHERAN ORGANIZATIONS,JEWISH SITTINGS,JEWISH ORGANIZATIONS,BAPTIST ORGANIZATIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"To retrieve county-level data, select a state and click the submit button below",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL STATES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALABAMA,"996,992","202,046","203,315","168,986","169,703","173,273","508,254","488,738",N/A,99,N/A,N/A,183,N/A,N/A,244,N/A,"29,636",N/A,"19,797","42,972",N/A,N/A,N/A,N/A,"1,080",168,126,N/A,458,N/A,N/A,N/A,N/A,118,"3,893",N/A,22,"2,482",594,N/A,"521,384",N/A,N/A,N/A,N/A,"744,146","16,981","18,060","20,765","21,844","9,962","987,030",98,0,"475,510",N/A,"93,028",N/A,N/A,"30,290",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"9,642","9,757","17,429","31,001","24,391","22,615","25,616","28,915","91,017","98,344","11,016","13,214",870,"77,139","77,091",48,"31,098","30,226","7,502","8,313","349,771","383,012","382,142","4,491",0,"67,382","26,690,095","9,128","26,541","14,003","11,719","1,194",306,"4,670,146","1,124,513","5,062,204","8,380,332","1,518,642","67,739,036","3,286,924","11,851,870","67,522,335","37,590","139,636","85,933","201,847","2,982,932","1,456,024","1,122,971","403,928","1,704,173","3,094,963","155,582,595","13,040,644","7,592,837","2,188","8,248","7,196",664,388,"5,714,032","2,227,968",N/A,"6,730",20,N/A,N/A,N/A,N/A,"67,615",202,N/A,N/A,"2,414,515","510,810","1,958","2,095",550,6,N/A,N/A,N/A,N/A,N/A,N/A,"15,520",50,650,4,"5,750",19,"190,200",N/A,N/A,N/A,N/A,N/A,"218,945",991,N/A,N/A,N/A,N/A,789
ARKANSAS,"484,471","100,403","104,083","94,873","80,847","84,645","236,210","248,261",N/A,N/A,N/A,N/A,342,98,N/A,N/A,N/A,N/A,N/A,"66,565",N/A,N/A,N/A,N/A,53,550,104,154,N/A,156,N/A,N/A,N/A,N/A,N/A,"1,428",71,34,"1,563",237,N/A,"362,115",N/A,N/A,N/A,"28,318","232,882","7,760","8,484","9,893","10,617","5,026","479,445",89,98,"122,169",N/A,"25,234",N/A,N/A,"18,481",N/A,N/A,N/A,N/A,N/A,"22,088",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"6,703","7,213","13,610","21,770","5,352","4,982","5,863","6,655","23,681","22,689","6,814","7,985",296,"62,572","62,546",26,"30,138","26,650","2,930","2,854","111,799","133,339","133,043","5,556",0,"49,424","17,222,506","11,744","20,853","7,640","3,465",133,33,"3,843,923","807,573","1,859,821","3,910,325","1,827,150","40,029,698","2,237,409","4,061,952","40,701,699","157,219","55,697","34,225","156,395","2,866,890","950,894","1,738,760","177,236","536,649","154,946","94,528,843","4,629,234","2,536,998","1,070","3,206","3,077",47,82,"1,782,913","673,963",N/A,"5,250",11,N/A,N/A,N/A,N/A,"33,600",161,N/A,N/A,"854,975","264,225","1,141","1,371",200,1,N/A,N/A,N/A,N/A,N/A,N/A,"3,695",15,N/A,N/A,"14,600",90,"103,800",N/A,N/A,N/A,N/A,N/A,"91,890",583,"1,025",2,N/A,N/A,473
CALIFORNIA,"560,247","145,802","227,256","194,935","66,043","71,086","210,768","349,479",N/A,N/A,N/A,N/A,"10,660","48,825",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"19,216","2,927","2,944",N/A,"4,949",N/A,N/A,N/A,"9,339","4,660","54,421",N/A,75,"29,701","8,068",N/A,"499,424",N/A,N/A,N/A,N/A,"169,904","295,723","308,303","310,927","323,507","209,831","350,416","7,241","49,310","4,272",N/A,N/A,N/A,"12,735",N/A,"33,766",N/A,N/A,N/A,"16,050",N/A,"15,334",N/A,N/A,N/A,N/A,"11,261",N/A,"1,179",839,"12,362","9,837",24,21,30,34,468,339,849,"1,092","22,196","91,176","87,598","3,578","46,539","44,091",203,170,"24,877","31,716","9,520","2,187",0,"23,724","37,964,752","1,086","3,064","3,224","12,248","1,202",713,"6,112,503","301,491","6,218,133","477,880","4,731,092","141,240,028","5,316,690","10,369,247","49,856,024","1,384,480","1,059,779","566,017","638,767","7,625,561","2,348,829","5,068,038","208,691","13,817,711","842,344","269,644,068","66,594,556","35,351,193","3,984","25,392","24,040",873,479,"39,728,202","13,136,722",N/A,"66,640",160,N/A,N/A,N/A,N/A,"21,798",79,N/A,N/A,"7,404,235","195,558",532,643,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"13,095",45,"11,915",40,"6,380",30,"16,775",N/A,N/A,N/A,N/A,N/A,"43,035",184,N/A,N/A,"3,610",7,60
COLORADO (territory),"39,864","15,515","16,294","15,166","4,352","4,605","15,044","24,820",N/A,51,N/A,N/A,753,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,77,"1,523",140,220,N/A,188,N/A,N/A,N/A,124,N/A,"1,685",N/A,1,"1,456",209,N/A,"39,221",N/A,N/A,N/A,N/A,"6,344","9,347","9,854","10,200","10,707","6,599","33,265",180,7,456,N/A,N/A,"1,812","2,057",N/A,"2,778","8,378",N/A,N/A,"1,704",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,498,717,"2,305","2,074",4,4,13,14,63,48,487,483,255,"2,617","2,482",135,"1,376","1,221",12,7,"6,297","6,823","6,568",166,0,"1,738","2,871,102",263,671,371,258,6,3,"252,394","57,658","95,594","11,504","213,248","3,385,748","272,604","416,236","2,335,106",9,"55,020",0,"20,242","362,197","63,425","267,201","31,571","678,829","2,329","17,338,101","2,852,820","1,593,280",256,876,874,2,0,"2,835,605","528,221",N/A,"8,575",14,N/A,N/A,N/A,N/A,"1,200",6,N/A,N/A,"207,230","17,495",47,55,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"2,000",9,"1,050",4,0,2,855,N/A,N/A,N/A,N/A,N/A,"3,815",14,N/A,N/A,0,1,5
CONNECTICUT,"537,454","127,499","150,415","109,881","69,155","69,807","272,184","265,270",N/A,154,N/A,N/A,"10,861",N/A,194,N/A,N/A,N/A,"2,646",N/A,N/A,"7,897",N/A,N/A,116,"13,289",492,395,N/A,"3,238",N/A,N/A,N/A,N/A,N/A,"70,632",N/A,0,"12,743",821,N/A,"527,549",N/A,N/A,N/A,N/A,"350,498","192,685","197,377","198,958","203,650","113,639","423,815",235,2,"9,668",N/A,N/A,N/A,N/A,N/A,"29,594",N/A,"2,694",N/A,N/A,N/A,"17,871",N/A,N/A,N/A,N/A,N/A,N/A,"1,266","1,444","8,990","13,683",69,62,83,130,627,704,"1,191","1,339","23,938","99,663","95,381","4,282","50,696","47,792",580,564,"19,680","29,616","5,678","1,716",71,"25,508","17,545,038","2,937","7,433","7,538","5,786",26,1,"4,881,858","53,297","1,646,752","577,333","140,331","124,241,382","3,246,599","4,405,064","26,482,150","535,954","599,718","1,224,107","740,631","4,892,410","702,591","20,113","4,169,706","6,103","9,806,903","322,553,488","161,065,474","86,419,579","5,128","89,523","61,684","20,810","7,029","95,281,278","38,987,187",7,"26,418",44,N/A,N/A,N/A,N/A,"3,875",7,"1,380",N/A,"13,428,109","338,735",902,826,"6,850",14,N/A,N/A,N/A,N/A,N/A,N/A,"50,962",139,"133,175",290,N/A,N/A,"45,150",N/A,N/A,N/A,N/A,N/A,"63,975",184,N/A,N/A,N/A,N/A,116
DELAWARE,"125,015","28,207","30,035","24,018","19,622","20,185","62,387","62,628",N/A,N/A,N/A,N/A,112,N/A,N/A,N/A,N/A,450,N/A,N/A,N/A,N/A,"8,764",17,N/A,"1,464",33,9,N/A,229,N/A,N/A,N/A,N/A,N/A,"5,907",16,0,"1,142",127,10,"102,221",N/A,N/A,N/A,N/A,"94,754","17,288","18,311","19,338","20,361","9,136","115,879",0,0,"22,794",N/A,N/A,N/A,N/A,N/A,"1,311",N/A,"2,039",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"7,146",718,652,"3,466","4,566",925,860,"1,054","1,011","3,765","4,205",833,"1,045","2,469","19,965","19,760",205,"9,862","8,908",663,532,"19,356","23,100","20,631",349,9,"7,615","4,257,323",453,"1,531","2,398","2,832",40,3,"997,403","33,070","698,115","295,162","59,045","46,712,870","1,201,644","1,696,571","8,171,667","1,226,893","198,075","111,810","97,181","418,092","83,666","189,994","144,432","139,875","386,250","64,787,223","16,791,382","10,206,397",800,"9,710","7,705","1,199",806,"10,839,093","3,692,195",N/A,"6,000",13,N/A,N/A,N/A,N/A,"13,375",32,N/A,N/A,"1,823,950","87,899",252,267,N/A,N/A,N/A,N/A,N/A,300,1,N/A,"8,975",29,N/A,N/A,N/A,N/A,"2,950",N/A,8,"3,425",N/A,N/A,"51,924",173,300,1,N/A,N/A,8
FLORIDA,"187,748","38,854","39,907","34,539","31,024","32,873","93,200","94,548",N/A,N/A,N/A,N/A,174,N/A,N/A,88,N/A,"3,121",N/A,N/A,"22,116",N/A,N/A,"1,155",N/A,405,N/A,46,N/A,144,N/A,N/A,N/A,N/A,55,737,N/A,25,597,126,"1,101","96,057",N/A,N/A,N/A,"7,334","109,554","7,459","8,020","8,734","9,295","4,967","182,781",2,0,"91,689",N/A,"28,058",N/A,N/A,"6,717",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"2,146","2,199","3,876","5,600","4,190","3,513","4,957","5,376","16,809","18,052","2,392","2,691",568,"12,778","12,757",21,"4,195","4,059","2,241","2,283","66,238","71,803","71,235","1,344",0,"10,241","5,212,157","2,111","3,614","1,355","1,570",175,72,"520,966","131,693","736,172","1,425,786","211,583","9,947,920","505,074","1,537,060","8,909,746","53,639","31,983","7,965","44,164","482,070","234,672","168,389","79,009","443,041","454,100","32,480,843","4,685,403","2,330,873",659,"2,749","2,670",20,59,"1,679,930","989,592",1,"3,950",10,N/A,N/A,N/A,N/A,"6,620",29,N/A,N/A,"426,520","78,920",390,420,0,0,N/A,N/A,N/A,N/A,N/A,N/A,"4,600",17,N/A,N/A,N/A,N/A,"21,100",N/A,N/A,N/A,50,1,"42,600",235,N/A,N/A,N/A,N/A,127
GEORGIA,"1,184,109","234,919","237,640","202,573","201,490","206,026","605,154","578,955",N/A,N/A,N/A,N/A,247,N/A,N/A,319,N/A,"19,034",N/A,"9,394","54,937",N/A,N/A,N/A,N/A,"1,149",103,49,N/A,420,N/A,N/A,88,N/A,N/A,"5,093",N/A,39,"2,752",312,86,"638,926",N/A,N/A,N/A,"12,230","1,033,962","18,500","19,413","22,901","23,814","11,127","1,172,982",40,1,"545,142",N/A,N/A,N/A,N/A,"26,858",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"13,101","12,911","21,899","40,531","33,364","31,253","31,295","34,813","100,551","112,361","16,654","19,843","1,090","77,493","77,350",143,"33,796","33,346","4,898","5,453","418,553","468,593","467,503","3,257",0,"69,956","30,156,317","6,942","21,971","18,371","17,490","1,506",419,"6,854,382","1,113,080","6,831,856","12,928,084","3,888,001","94,559,468","4,614,701","19,787,086","80,390,228","352,936","193,266","1,281,623","268,164","2,561,319","879,684","906,270","775,365","561,735","14,647,477","228,319,528","31,196,115","18,583,731","3,836","17,871","15,078","1,498","1,295","13,930,125","4,844,508",N/A,"5,500",14,N/A,N/A,N/A,N/A,"49,575",134,N/A,N/A,"3,561,955","801,148","2,698","2,873",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"10,080",35,"2,800",10,"10,285",34,"389,165",N/A,N/A,N/A,N/A,N/A,"327,343","1,248","3,000",11,N/A,N/A,"1,369"
ILLINOIS,"2,539,891","542,833","625,139","525,873","404,219","414,547","1,223,354","1,316,537",N/A,N/A,N/A,"7,350","32,550",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"98,614",N/A,"3,641","57,017","8,980","41,859",N/A,"15,737",N/A,N/A,N/A,N/A,N/A,"120,162","4,180",44,"203,758","10,911",N/A,"2,511,096",N/A,N/A,N/A,N/A,"1,189,503","890,823","920,147","956,711","986,035","515,198","2,024,693",32,1,"28,762",N/A,N/A,N/A,"163,012",N/A,"133,494",N/A,N/A,N/A,N/A,N/A,N/A,"86,807",N/A,"67,702",N/A,N/A,N/A,"7,208","6,893","40,801","56,857",335,325,620,619,"3,969","4,082","5,303","6,562","42,989","548,225","522,939","25,286","284,084","261,813","1,169","1,155","86,368","133,584","90,595","3,552",43,"202,803","149,756,698","10,229","53,240","68,130","65,940","1,367",302,"56,718,944","1,408,015","19,329,952","5,061,578","1,491,331","920,506,346","34,576,587","22,338,767","210,860,585","3,571,789","765,992","1,087,144","2,121,684","21,355,199","3,150,872","5,154,913","12,962,190","12,817,922","24,483,010","482,899,575","205,620,672","127,600,077","12,597","82,979","73,045","6,717","3,217","94,368,057","31,100,244",N/A,"136,900",290,N/A,N/A,N/A,N/A,"184,849",595,N/A,N/A,"22,664,283","1,201,403","3,459","4,298",N/A,N/A,"17,995",125,N/A,N/A,N/A,N/A,N/A,N/A,"66,137",212,"85,175",350,"181,454",N/A,N/A,N/A,N/A,N/A,"357,073","1,426","74,301",230,N/A,N/A,722
INDIANA,"1,680,637","376,780","388,231","319,658","279,818","287,357","822,643","857,994",N/A,N/A,462,N/A,"4,765",N/A,N/A,N/A,N/A,"32,489",N/A,N/A,N/A,N/A,"57,291",N/A,N/A,"10,501","4,287","2,303",N/A,"2,507",N/A,N/A,523,N/A,N/A,"28,698",873,560,"78,060","6,363",N/A,"1,655,837",N/A,N/A,N/A,N/A,"1,048,575","284,064","298,753","326,312","341,001","141,474","1,539,163",240,0,"24,560",N/A,N/A,N/A,"189,359",N/A,"29,518",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"76,524",N/A,N/A,N/A,"7,325","7,093","36,331","57,651",347,348,550,650,"3,182","3,181","4,779","5,582","13,939","395,263","391,524","3,739","206,363","185,777","1,620","1,469","76,634","127,124","113,185","7,270","1,565","161,289","83,776,782","13,506","55,821","52,614","29,433","1,004",76,"30,246,962","605,639","10,104,279","7,189,334","826,035","634,804,189","17,676,591","9,675,348","122,914,302","2,858,086","487,479","2,645,679","1,268,181","10,791,121","2,943,078","4,654,466","3,193,577","1,127,269","2,523,934","663,455,044","108,617,278","63,135,492","11,847","58,852","54,412","2,272","2,168","52,052,425","18,366,780",N/A,"86,830",204,N/A,N/A,N/A,N/A,"128,960",375,N/A,N/A,"11,942,227","1,008,380","3,106","3,698",N/A,N/A,"33,975",184,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"122,775",455,"152,375",N/A,81,"29,500",N/A,N/A,"346,125","1,403","62,285",195,N/A,N/A,620
